기준시간,원본시간,제목,미리보기
1일 전,10시간 전,"XRP 1,000개 보유, 인생 최고의 투자 결정이 될까?","그는 과거 비트코인(BTC)이 500달러일 때 매도한 투자자들이 이후 90,000달러를 넘어선 BTC를 보며 후회했듯, XRP도 장기 보유 전략이 중요하다고 주장했다. 그러나 일부 시장 분석가들은 XRP가 10,000달러에 도달하는 것은 비현실적이며, 20달러가 현실적인 매도 타이밍일 수 있다고 반박하고 있다. 결국..."
1일 전,10시간 전,"암호화폐 시장, 24시간 동안 레버리지 포지션 1억 6398만 달러 청산","암호화폐 청산 데이터 / 코인글래스 코인별로는 비트코인(BTC) 관련 포지션이 가장 많이 청산되었다. 24시간 동안 비트코인 포지션에서 약 7432만 달러가 청산되었으며, 4시간 기준으로는 약 1264만 달러의 청산이 발생했다. 현재 비트코인 가격은 $63,173.1로 24시간 기준 1.39% 하락했다. 이더리움..."
1일 전,11시간 전,"러시아, 암호화폐 활용해 석유 거래 제재 우회… 국제 금융 질서 변화 ...","16일 로이터에 따르면, 러시아 석유 수출업체들이 국제 결제에서 비트코인(BTC), 이더리움(ETH), 테더(USDT) 같은 암호화폐를 활용하는 비중을 높이고 있는 것으로 알려졌다. 특히 위안화와 루피화를 이용한 결제 과정에서 암호화폐로 전환한 뒤 루블화로 바꾸는 방식이 사용되고 있다. 보도에 따르면, 중국 구매자는..."
1일 전,11시간 전,비트코인 12만6천 달러 간다? 6월까지 신고가 전망!,"16일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 네트워크 경제학자 티모시 피터슨(Timothy Peterson)은 비트코인(BTC)이 6월 1일까지 126,000달러에 도달할 가능성이 높다고 분석했다. 이는 기존 사상 최고가 109,000달러를 돌파하는 수준이다. 코인텔레그래프는 가 역사적으로 가장..."
1일 전,11시간 전,"美 SEC 웹사이트, XRP 전략적 자산 제안하는 개인 의견 게시 논란","하지만 미국이 이 자금으로 BTC당 6만 달러에 최대 2,500만 BTC를 매수할 수 있다는 주장은 비트코인의 최대 공급량인 2,100만 BTC를 초과하는 오류를 범했다. 이 제안은 XRP 지급 네트워크를 위한 전면적인 규제 개편을 요구하고 있다. 특히 SEC, 재무부, 법무부에 XRP를 지급 자산으로 분류하도록 지시하는..."
1일 전,13시간 전,"샘슨 모우 ""비트코인, 2031년까지 100만 달러에 도달할 것""","16일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 비트코인(BTC) 강세론자이자 JAN3 CEO인 샘슨 모우(Samson Mow)는 BTC가 2031년까지 100만 달러에 도달할 것이라고 전망했다. 그는 이 예측이 특정 모델을 기반으로 한 것이라고 밝혔지만, 동시에 ""올해나 내년에도 가능할 수 있다""는 직관적 견해도..."
1일 전,15시간 전,"마이클 세일러의 비트코인 전략, 지속 가능할까?","기술적 분석에 따르면, BTC는 50일 및 100일 이동평균선 사이에서 혼조세를 보이고 있으며, 87,000달러를 돌파할 경우 90,000달러를 향한 강세 흐름이... 만약 BTC가 87,000달러를 돌파하면 보유 자산 가치는 회복될 가능성이 높지만, 반대로 하락할 경우 추가적인 손실이 불가피할 것으로 보인다."
1일 전,10시간 전,"""스트래티지 비트코인 전략, 지속 가능할까?""...가격 조정으로 하락세","기술적 분석에 따르면, BTC는 50일 및 100일 이동평균선 사이에서 혼조세를 보이고 있으며, 8만7000달러를 돌파할 경우 9만 달러를 향한 강세 흐름이... 이어서 유투데이는 “만약 BTC가 8만7000달러를 돌파하면 보유 자산 가치는 회복될 가능성이 높지만, 반대로 하락할 경우 추가적인 손실이 불가피할 것”..."
1일 전,15시간 전,비트코인 8만 5000달러 돌파 가능할까… 강력한 저항선 앞두고 긴장,"비트코인(BTC)이 7만 8000달러 지지선에서 반등한 후 8만 5000달러 저항선에 도달하면서 시장의 관심이 집중되고 있다. 이번 저항선을 돌파할 경우 9만 달러까지 상승할 가능성이 거론되지만, 강한 매도 압력이 존재해 추가 조정 가능성도 배제할 수 없다. 비트코인은 최근 일봉 차트에서 상승 쐐기형 패턴의..."
1일 전,16시간 전,비트코인(BTC) 약세장 신호 포착… 6만 3천 달러까지 하락할까?,"비트코인(BTC)이 약세장에 진입하고 있다는 신호가 포착됐다. 온체인 데이터 분석 업체 크립토퀀트(CryptoQuant)는 최근 보고서를 통해 주요 지표들이... 특히, 대형 투자자들의 연간 비트코인 보유량 증가율이 올 1월 36만 8,000BTC에서 최근 26만 8,000로 감소한 것으로 나타났다. 미국 기반 현물..."
1일 전,16시간 전,"""BTC 하락세 언제쯤 멈추나""...리플 도지코인 솔라나도 '주춤'",사진제공/AFP통신 비트코인(BTC) 시세가 하락세를 면치 못하고 있다. 16일 오후 12시 기준으로 가상화폐 거래소 업비트에서 비트코인은 24시간 전보다 1.50% 밀린 1억2370만6000원에 거래되고 있다. 도널드 트럼프 미국 대통령의 관세 정책으로 경기침체에 대한 우려가 커지며 비트코인 가격의 추가 하락...
1일 전,16시간 전,"루미스 비트코인 전략비축 법안 대폭 후퇴 ""정부예산 구매 조항 삭제"" …...","17일 뉴욕증시에 따르면 미국 하원이 비트코인(BTC) 전략 비축을 법제화하는 법안을 추진하고 있다. 그러나 상원의 법안과는 중요한 차이점이 있다.... 이 법안은 상원의 신시아 루미스(공화당·와이오밍) 의원이 발의한 '비트코인법(Bitcoin Act)'과 달리, 특정 금액의 를 구매하도록 명시하지 않았다...."
1일 전,16시간 전,"백악관 수뇌부 돌연 ""비트코인 대량 매도"" 트럼프 전략비축 발표 내부자...","색스는 비트코인(BTC), 이더리움(ETH), 솔라나(SOL) 등 개인 보유 자산을 전량 처분했다. 색스는 트럼프 행정부의 '암호화폐 전략 비축(Crypto Strategic Reserve)' 계획을 총괄하는 주요 인물이다. 비트코인(Bitcoin, BTC) 비판론자 피터 시프(Peter Schiff)가 도널드 트럼프(Donald Trump) 대통령의 암호화폐 관련 발표가 '사상..."
1일 전,16시간 전,"비트코인 ETF ""돌연 상장폐지 청산"" … 리플· 솔라나 ·도지코인 ""SEC 승...",17일 뉴욕증시와 암호화폐 업계에 따르면 암호화폐 ETF 발행사 21셰어스(21Shares)가 비트코인(BTC)과 이더리움(ETH) 선물 ETF 청산을 공식 발표했다.... JP모건은 비트코인(BTC)에 대한 추가 조정 가능성을 경고했다. 비트코인 8만 달러선 붕괴도 가능하다는 것이다. JP모건 매니징 디렉터 니콜라오스...
1일 전,4시간 전,비트코인 하락세 지속? 미 증시 선물이 예고하는 다음 흐름은?,"비트코인(BTC)과 이더리움(ETH)이 주말 동안 추가 하락하며 이번 주 변동성이 더욱 커질 가능성이 높아졌다. 미 증시 선물이 하락세를 보이며, 투자자들은 연방준비제도(Fed)의 금리 정책과 글로벌 경제 불확실성 속에서 신중한 움직임을 보이고 있다. 코인마켓캡에 따르면 는 0.90% 하락해 83,279달러..."
1일 전,16시간 전,"비트코인 3.32억 달러 숏 포지션, 8만 5천 달러 돌파 시 청산 위기?","16일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 한 비트코인(BTC) 고래 투자자가 3.32억 달러 규모의 대규모 숏 포지션을 개설했다. 이... 가장 큰 청산은 바이낸스(Binance) BTC/USDT 거래 페어에서 발생했으며, 해당 청산 규모는 582,130달러로 기록됐다. 전체 청산의 38.79%는 바이낸스에서 발생한..."
1일 전,16시간 전,"XRP, 3달러 돌파하려면...""진짜 시험대는 이제부터 시작""","현재 XRP는 비트코인(BTC)과의 상관관계 속에서 움직이고 있으며, BTC가 강한 상승세를 보일 경우 XRP도 추가 랠리를 이어갈 수 있다. 반면, BTC가 87,000달러 저항을 돌파하지 못하거나, 거시 경제 불확실성이 확대되면 XRP 상승세가 둔화될 가능성이 높다. 기술적 분석에 따르면, XRP는 현재 저항선을 돌파하면..."
1일 전,9시간 전,[블록체인핫이슈] 내달 국내 법인 암호화폐 거래 가이드라인 나온다,"⦁ 美 암호화폐위원장 ""최대한 많은 BTC 확보해야…전략비축 법제화 추진"" 이 회의는 지난 7일 개최된 크립토 서밋의 일환으로 진행된 것으로, 당시 이... ⦁ 이더리움, 3개월 연속 폭풍 매도세…5년 만에 최고치 13일(현지시간) 블록체인 매체 코인데스크에 따르면 이더리움-비트코인(ETH/) 비율은 5년..."
1일 전,13시간 전,"트럼프, 비트코인 전략 비축 공식화… 글로벌 암호화폐 시장 요동",미국 트럼프 대통령이 비트코인(BTC)을 전략적 비축 자산으로 삼겠다는 공약을 이행하며 전 세계 암호화폐 업계의 이목을 집중시키고 있다. 트럼프 대통령은 이달 초 ‘디지털 자산 비축 프로그램’을 포함한 행정명령에 서명하며 비트코인을 국가 차원에서 보유하는 방안을 공식화했다. 이번 비트코인 전략...
1일 전,8시간 전,비트코인 강세장 끝났나? 과거 데이터가 말하는 전망,"현재 BTC는 82,282달러 수준에서 거래되고 있으며, 단기 저항선은 83,984달러의 200일 이동평균선(SMA 200)으로 분석된다. 전문가들은 이번 주 예정된... 시장에서는 연준이 연내 0.75%p 금리 인하를 단행할 가능성이 높다고 보고 있으며, 이에 따라 의 추가 상승 가능성도 남아 있다."
1일 전,5시간 전,"비트코인, 15억 달러 공매도 청산 위기... '숏 스퀴즈' 공포 확산",[사진=로이터 연합뉴스] 비트코인(BTC) 공매도 포지션이 15억 달러 규모의 청산 위험에 직면하며 시장의 불안감이 고조되고 있다. 16일(현지시간) 코인마켓켑에 따르면 비트코인 가격 변동성이 커지면서 공매도 투자자들이 대규모 손실을 볼 수 있다는 경고가 나오고 있다. 최근 비트코인 가격은 급격한 상승과...
1일 전,6시간 전,"北, 美·英 이어 세계 3위 비트코인 보유국",북한이 글로벌 가상자산 거래소 바이비트 해킹으로 세계 3대 비트코인(BTC) 보유국이 됐다. 17일(현지시각) 비트코인닷컴 등 외신에 따르면 북한은 바이비트에서 해킹한 이더리움(ETH)을 비트코인으로 전환해 현재 1만3562개의 비트코인을 보유하게 됐다. 이에 따라 북한은 국가별 비트코인 보유량...
1일 전,6시간 전,[코인 TOP 10 주간동향] 퀴즈톡(QTCON) 100%↑...비트코인에스브이(BSV) 매...,1위 퀴즈톡(QTCON/BTC) +100.00% 2위 랠리(RLY/BTC) +100.00% 3위 바운스토큰(AUCTION/KRW) +97.77% 4위 엠블(MVL/BTC) +66.67% 5위 솔레이어(LAYER/BTC) +57.84% 6위 옵저버(OBSR/BTC) +50.00% 7위 레이어제로(ZRO/KRW) +38.00% 8위 블라스트(BLAST/) +33.33% 9위 바나(VANA/KRW) +29.15% 10위 스톰엑스(STMX...
1일 전,6시간 전,비트코인 10만 달러 돌파 가능? 도지코인·솔라나 급변동 임박,"17일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 비트코인(BTC)은 100,000달러 돌파를 위해 핵심 저항선을 돌파해야 하는 상황이다. 현재 83... 만약 BTC가 200 EMA를 돌파하면 90,000달러를 테스트할 가능성이 커지며, 이는 100,000달러 돌파의 신호탄이 될 수 있다. 반면, 상승 돌파에 실패하면 조정세가..."
1일 전,6시간 전,"비트코인 8,000개 묻힌 쓰레기장, 영원히 사라질 운명인가?","17일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 영국의 제임스 하웰스(James Howells)가 비트코인(BTC) 8,000개가 들어 있는 하드디스크를... 그의 BTC 8,000개는 현재 약 6억 6,000만 달러 상당이며, 2013년 당시 하드디스크가 실수로 쓰레기장에 버려진 후 지금까지 회수되지 못했다. 하지만..."
1일 전,6시간 전,美 소매판매·금리결정 앞두고 변동성 커진 비트코인[코인브리핑],美 소매판매·금리결정 앞두고 변동성 커진 비트코인…8만2000달러 이번 주 미국 소매판매지수 발표와 연방준비제도(연준)의 기준금리 결정을 앞두고 비트코인(BTC) 가격 변동성이 커졌다. 불과 몇 시간 동안 8만2000~8만4000달러 사이에서 등락을 반복하는 모습이다. 17일 오전 8시 40분 빗썸 기준 국내...
1일 전,7시간 전,"[코툰] 북한, 세계 3대 비트코인 보유국","우블록체인은 ""바이비트를 공격한 북한 라자루스는 탈취한 ETH를 BTC로 전환해 현재 약 13,562 BTC를 보유하고 있다. 엘살바도르(6,117 BTC), 부탄(10,635 BTC)보다 많으며, 북한은 미국(198,109 BTC), 영국(61,245 BTC)에 이어 세 번째로 큰 비트코인 보유국""이라고 전했다."
1일 전,7시간 전,"[코인마켓프라이스] 비트코인(BTC), 전일대비 0.29% 상승중","비트코인(BTC)이 현재 업비트 거래소 기준 0.29% 상승중이다. 비트코인은 업비트 거래소 기준 현재 122,096,000원을 기록하고 있다. 코인마켓프라이스 차트분석가 차스퍼는 ""비트코인은 업비트 거래소 4시간 차트 기준 박스권 횡보가 진행중인 모습이다. 직전 고점 돌파 여부에 따라 단기 방향성이 결정될..."
1일 전,7시간 전,비트코인 12만6000달러 간다…신고가 전망 나와,"이 중 하나인 최저 가격 예측 모델(Lowest Price Forward)에 따르면, BTC가 6만9000달러 이하로 떨어질 확률은 5%에 불과하다고 피터슨은 주장했다. 피터슨은 6월 1일을 기한으로 비트코인의 중간 목표 가격을 12만6000달러로 설정했다. 그는 ""비트코인이 추세 아래에 머무는 평균 시간은 4개월""이라며, 불장..."
1일 전,7시간 전,"비트코인, 양자컴퓨터 해킹 가능성…‘소각’이 최선일까?","17일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 비트코인 보안 전문가 제임슨 롭(Jameson Lopp)은 양자컴퓨터를 이용한 BTC 복구를 허용하는... 그는 “양자복구는 사실상 부의 재분배와 같다”며, 양자컴퓨터를 가진 소수의 기업이나 개인이 기술적 우위를 이용해 를 독점하게 될 위험이 크다고..."
1일 전,7시간 전,"비트코인 1억2139만 원대 하락, ""6월 전 사상 최고치 가능"" 전문가 전망...","17일 가상화폐거래소 빗썸에서 오전 8시32분 기준 비트코인은 24시간 전보다 1BTC(비트코인 단위)당 2.10% 내린 1억2139만 원에 거래되고 있다. 이날 빗썸에서 거래되는 가상화폐 시가총액 상위 10개 종목 가격은 대부분 하락하고 있다. 이더리움은 1ETH(이더리움 단위)당 2.70% 내린 277만5천 원, 엑스알피..."
1일 전,7시간 전,"마이클 세일러 ""비트코인은 오렌지 왜성…강해지고 있다""","17일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 마이클 세일러(Michael Saylor)가 비트코인(BTC)을 '오렌지 왜성(Orange Dwarf)'에 비유하며, 금융... 그의 주장에 따르면, BTC는 계속해서 자본을 흡수하며 금융 시스템에서 독보적인 위치를 차지해 나가고 있다. 마이크로스트래티지(MicroStrategy)는..."
1일 전,8시간 전,비트코인 8만 2000달러선 거래···하락세 계속[디센터 시황],BTC)은 전일 대비 1.25% 하락한 1억 2105만 3000원에 거래되고 있다. 같은 시간 이더리움(ETH)은 0.90% 하락한 276만 6000원을 기록했다. 솔라나(SOL)은 2.78% 떨어진 18만 5500원을 기록했다. 엑스알피(XRP)는 0.41% 하락한 3381원을 기록했다. 국제 시장도 유사한 움직임을 보였다. 같은 시간 코인마켓캡 기준 는...
1일 전,8시간 전,비트코인 반등 신호! 고래 매집 증가…美 FOMC 촉각,"비트코인(BTC)이 최근 몇 주간의 조정을 마치고 단기 반등을 준비하고 있다. 온체인 데이터 분석가들은 강세 다이버전스 패턴이 형성되고 있으며, 기술적 지표상 추가 상승 가능성이 높아졌다고 분석했다. 코인게이프는 온체인 분석가 자본 마크스(Javon Marks)의 분석을 인용해, 최근 가격이..."
1일 전,8시간 전,"[모닝 뉴스브리핑] 설문조사 ""국내 투자자 43.5%, SEC 원탁회의 긍정적""","바이비트 해킹 북한, 세계 3대 BTC 보유국 우블록체인은 ""바이비트를 공격한 북한 라자루스는 탈취한 ETH를 BTC로 전환해 현재 약 13,562 BTC를 보유하고 있다. 엘살바도르(6,117 BTC), 부탄(10,635 BTC)보다 많으며, 북한은 미국(198,109 ), 영국(61,245 )에 이어 세 번째로 큰 비트코인 보유국""이라고 전했다...."
1일 전,7시간 전,"김치프리미엄 1.40%, 이동평균선 돌파가 관건",코인별 김치프리미엄 현황 비트코인(BTC) 8만2394달러 / 1억2152만원 / 1.40% 이더리움(ETH) 1880.81달러 / 277만2000원 / 1.33% 솔라나(SOL) 125.78달러 / 18만5650원 / 1.48% 엑스알피(XRP) 2.293달러 / 3380원 / 1.34% 도지코인(DOGE) 0.1676달러 / 247원 / 1.35% 김치프리미엄은 한국 거래소에서 암호화폐 가격이 해외보다 높게...
1일 전,5시간 전,"크립토퀀트, 비트코인 약세장 초입 진입 가능성…최저 6만3000달러 경고","16일(현지시간) 크립토포테이토에 따르면, 시장 분석 플랫폼 크립토퀀트(CryptoQuant)는 비트코인(BTC)의 최근 하락 흐름이 단순 조정이 아닌 약세장... 고래 투자자들의 비트코인 누적 속도는 1월 기준 연 36만8000BTC에서 현재 26만8000 수준으로 크게 둔화되었으며, 최근 일주일간은 10만3000가..."
2일 전,2일 전,"트럼프 행정부, 비트코인 100만 개 비축 법안 추진… 시장 반응 '긍정적...","도널드 트럼프 대통령이 서명한 새로운 행정명령이 미국 정부의 비트코인(BTC) 보유 확대를 목표로 한 입법 추진으로 이어지고 있다. 14일(현지시간)... 현재 미 정부는 각종 범죄 단속 과정에서 압수한 약 20만 BTC를 보유하고 있다. 트럼프 행정부는 이에 더해 정부 차원의 추가 매집을 검토 중이며, 일부..."
2일 전,2일 전,"비트코인, 모멘텀 부재에 방향 잃고 횡보 중! 박스권 언제 돌파할까?","비트코인(BTC) 가격이 9일부터 약 5,500달러 범위에서 횡보하며 방향성을 찾지 못하고 있다. 거시경제 불확실성과 수요 약화, 기술적 저항이 상승을 가로막고 있다. 14일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 비트코인은 78,599~84,000달러 사이를 오가며 좁은 범위에서 움직이고 있다...."
2일 전,2일 전,비트코인 8만 달러 선 회복… XRP '상품' 지정 가능성 주목,"비트코인(BTC)이 주 초반 4개월 만의 최저점까지 하락했으나, 미국 소비자물가지수(CPI) 호재로 반등하며 8만 달러 선에서 안정세를 보이고 있다. 한편, XRP의 상품(Commodity) 지정 가능성이 다시금 시장의 주목을 받고 있다. 비트코인은 지난 주말 8만 6,000달러 부근에서 횡보하다가 월요일 급락하며 8만..."
2일 전,2일 전,펌프닷펀 밈코인 99% 소멸…비트코인도 영향받나?,"이로 인해 비트코인(BTC)에도 부정적인 여파가 미칠 가능성이 제기된다. 14일(현지시간) 암호화폐 전문매체 코인텔레그래프에 따르면, 펌프닷펀의 ‘졸업률(Graduation Rate)’이 2월 17일부터 4주 연속 1% 이하를 기록했다. 이는 해당 플랫폼에서 생성된 밈코인이 탈중앙화 거래소(DEX)에서 정식 거래가..."
2일 전,2일 전,"문페이, 스테이블코인 인프라 기업 아이언 인수…1억 달러 이상 규모","이번 인수는 문페이의 두 번째 대형 M&A로, 앞서 1월에는 솔라나(Solana) 기반 결제 솔루션 기업 헬리오(Helio)를 1억7500만 달러에 인수하며 BTC, ETH, SOL 등 주요 암호화폐의 결제 처리를 간소화한 바 있다. 문페이는 이처럼 연쇄적인 인수를 통해 사용자 중심 결제 플랫폼을 넘어, 글로벌 기업 대상의 종합..."
2일 전,2일 전,"FTX와 루나 붕괴, 우연이 아니었다? 바이낸스 창업자의 폭로!","FTX 사태와 테라 붕괴는 2022년 5월 비트코인(BTC)과 암호화폐 시장 전반에 걸쳐 대규모 폭락을 유발했다. CZ는 ""이 모든 과정이 다큐멘터리로 제작될 만큼 흥미로운 이야기""라며, 책에서 이에 대한 분석을 포함했다고 설명했다. 그는 현재 약 114,000단어로 구성된 초안을 완성했으며, 앞으로 세 배..."
2일 전,2일 전,비트코인·알트코인 거래량 감소… 투자자들 지쳤나?,"14일(현지시간) 암호화폐 전문매체 뉴스BTC에 따르면, 최근 비트코인(BTC) 및 주요 알트코인의 거래량이 급감하고 있다. 온체인 데이터 분석업체 샌티멘트(Santiment)는 ""비트코인과 알트코인의 거래량이 지난달 말 정점을 찍은 후 감소세를 보이고 있다""고 밝혔다. 거래량 급증은 일반적으로 시장 변동성이 커질 때..."
2일 전,2일 전,"러시아, 원유 거래에 비트코인·이더리움·스테이블코인 활용… 제재 회...","서방의 경제 제재 속에서 러시아 원유 기업들이 비트코인(BTC), 이더리움(ETH), 테더(USDT) 등 암호화폐를 활용해 중국과 인도와의 무역 결제를 진행하고 있는 것으로 드러났다. 14일(현지시간) 암호화폐 전문매체 크립토뉴스에 따르면, 러시아 원유 기업들은 위안화(CNY)와 루피화(INR)를 루블(RUB)로 환전하는..."
2일 전,2일 전,"""포트폴리오 70%는 비트코인""…억만장자의 과감한 투자 전략","멕시코의 억만장자 리카르도 살리나스(Ricardo Salinas)가 자신의 유동성 포트폴리오 중 70%를 비트코인(BTC)에 투자하고 있다고 밝혔다. 일반적인 투자 전략과는 크게 다른 이 선택이 주목받고 있다. 14일(현지시간) 투자 전문매체 더모틀리풀에 따르면, 살리나스는 비트코인을 ""세계에서 가장 강력한..."
2일 전,2일 전,"""비트코인 강세장은 아직 시작도 안 했다""… 10배 상승 가능성?","비트코인(BTC)이 본격적인 강세장을 맞이하려면 여전히 중요한 저항선을 돌파해야 한다는 분석이 나왔다. 14일(현지시간) 암호화폐 전문매체 더크립토베이직에 따르면, 비트코인 연구자 투어 드미스터(Tuur Demeester)는 ""어떤 면에서 비트코인 강세장은 아직 시작도 하지 않았다""고 주장했다. 그는..."
2일 전,2일 전,"[자정 뉴스브리핑] 미 하원의원, 트럼프 BTC 비축안 법률화 추진 外","미 하원의원, 트럼프 BTC 비축안 법률화 추진 바이런 도널드 미 하원의원이 도널드 트럼프 대통령이 이달 초 서명한 BTC 비축안 행정명령을 법률화하기 위한 법안을 금요일(현지시간) 제출할 예정이라고 블룸버그가 전했다. 앞서 트럼프 대통령은 압수한 (약 20만개)를 비축할 뿐 아니라, 재무부나..."
2일 전,2일 전,이더리움(ETH) 급락에도 대규모 청산 없어… 투자자들 '신중 모드',"일부 전문가들은 이러한 긴장이 장기적으로 비트코인(BTC)과 같은 암호화폐에 긍정적인 영향을 미칠 수 있다고 전망하지만, 단기적으로는 ETH를 비롯한 암호화폐 시장 전체가 압박을 받고 있다. 실제로 트럼프 대통령이 관세를 발표한 당일, 암호화폐 시장에서는 약 4,000억 달러(약 584조 원)가..."
2일 전,2일 전,"도지코인(DOGE), ETF 승인 시 최대 11달러 전망… 현실 가능성은?","도지코인(DOGE)이 ETF 승인 후 비트코인(BTC) ETF 자금 유입의 25~40%만 확보해도 가격이 최대 11.41달러까지 상승할 가능성이 제기됐다. 14일(현지시간)... 더크립토베이직은 도지코인이 BTC ETF 유입량의 25%를 차지할 경우 약 88억 5,000만 달러가 유입되며, 이는 시장가치를 1조 440억 달러 증가시켜..."
2일 전,2일 전,"비트코인, 결정적 순간 맞았다… 상승 vs 하락, 어디로 갈까?","비트코인(BTC)이 향후 몇 주 동안 가격 방향성을 결정할 중요한 변곡점에 서 있다는 분석이 나왔다. 14일(현지시간) 암호화폐 전문매체 데일리호들에 따르면, 암호화폐 분석가 케빈 스벤슨(Kevin Svenson)은 비트코인이 현재 장기 상승 추세선 바로 위에 위치하고 있으며, 곧 중대한 결정을 맞이할 것이라고..."
2일 전,2일 전,"비트코인 시총, 수백조 달러 돌파 가능할까? 스트라이크 CEO의 전망","비트코인(BTC)이 글로벌 자산 시장에서 가치 저장 수단으로 자리 잡으며 시가총액이 수백조 달러에 이를 가능성이 제기됐다. 14일(현지시간) 암호화폐 전문매체 데일리호들에 따르면, 스트라이크(Strike) CEO 잭 말러스(Jack Mallers)는 뉴욕에서 열린 비트코인 투자자 주간(Bitcoin Investor Week)에서..."
2일 전,2일 전,"고급스러운 암호화폐 지갑으로 거듭나는 텔레그램 월렛, 다자산 거래 기...","업데이트된 월렛은 전용 거래 섹션을 포함하며 초기에는 톤, 비트코인(BTC), 테더(USDT) 같은 자산을 지원하고 추후 더 많은 암호화폐가 추가될 예정이다. 이번 업데이트는 3월부터 4월까지 단계적으로 진행되며, 기능 가용성은 지역에 따라 달라질 수 있다. 텔레그램 월렛은 시간이 지남에 따라 이더리움(ETH)..."
2일 전,2일 전,암호화폐 시장 약세 속 XRP·BNB·TRX·XLM 반등 조짐… 네트워크 활동 급...,"온체인 데이터 분석업체 샌티멘트(Santiment)는 리플(XRP), 바이낸스코인(BNB), 트론(TRX), 스텔라(XLM) 등의 네트워크 활동이 증가하고 있으며, 이들이 비트코인(BTC) 대비 시장 점유율을 확대하고 있다고 분석했다. 샌티멘트의 최신 보고서에 따르면, 이들 알트코인은 네트워크 이용량, 활성 주소 수, 고래..."
2일 전,2일 전,비트코인 급락에도 트럼프 행정부의 매수 정책… 새로운 상승 촉매 될까...,"비트코인(BTC)이 8만 1,600달러까지 하락하며 연초 대비 25% 급락했지만, 미국 정부의 비트코인 매입 계획이 새로운 변수로 떠오르고 있다. 14일... 100만 BTC(약 800억 달러)를 매입하는 '비트코인 법안'을 재발의했다. 하지만 시장이 즉각적인 반응을 보이진 않고 있다. 크라켄(Kraken)의 파생상품 책임자인..."
2일 전,2일 전,"XRP와 이더리움 판매 방식, 정말 달랐나? 리플 CTO의 해명","그는 ETH가 블록체인이 존재하기도 전에 비트코인(BTC)과 교환하는 형태로 프라이빗 세일을 진행했다고 지적했다. 반면, XRP는 다른 경로를 통해 분배되었으며, 이 과정이 두 자산이 규제당국에 의해 다르게 취급되는 원인이 되었다는 것이다. SEC(미국 증권거래위원회)는 ETH가 초기에 개발 자금을..."
2일 전,2일 전,"블랙록, XRP ETF 신청할까? SEC 소송 종료 후 가능성 제기","블랙록의 최고 정보 책임자(CIO) 사마라 코헨(Samara Cohen)은 현재 비트코인(BTC)과 이더리움(ETH) ETF에 집중하고 있으며, 새로운 ETF 출시까지는 상당한 시간이 필요하다고 언급한 바 있다. 그러나 제라치는 블랙록이 경쟁사들이 XRP와 솔라나 기반 ETF를 먼저 출시하도록 가만히 두지는 않을 것이라고..."
2일 전,2일 전,"미국 정부와 여러 주, 비트코인 전략적 비축 도입 적극 나서","""BTC 가격이 급락하면서 이것이 나쁜 투자처럼 보입니다,"" 코헨은 말했다. ""특히 연방 정부에서 이미 대규모 비용 절감이 진행되고 있기 때문에 신규 자금 제안은 특히 도전을 받고 있습니다."" 가격 외에도, 양은 국가 및 주 SBR 모두 트럼프 대통령만이 제안한 이니셔티브처럼 보인다고 생각한다. ""국가 SBR과 주..."
2일 전,2일 전,비트코인 역사적 패턴 반복 시 2025년 하반기 랠리 전망,"비트코인(BTC)이 한때 8만 달러 아래로 하락하며 시장의 불안감을 키우고 있다. 그러나 역사적 패턴을 고려할 때, 아직 강세장이 끝났다고 보기에는 이르다는 분석이 나온다. 14일(현지시간) 투자 전문매체 더모틀리풀에 따르면, 비트코인은 1월 사상 최고가 10만 6,182달러에서 약 25.8% 하락한 후 최근 8만..."
2일 전,2일 전,"바이비트 CEO, DEX의 고레버리지 거래 대응 능력 의문 제기","플랫폼은 BTC와 ETH 거래의 최대 레버리지를 각각 40배와 25배로 줄이고 대규모 포지션에 대한 유지 마진 요구사항을 높이는 것으로 대응했다. 손실에도 불구하고 고래는 180만 달러의 이익으로 퇴장했으며, 이는 고레버리지 트레이더가 어떻게 청산 메커니즘을 자신에게 유리하게 조작할 수 있는지..."
2일 전,2일 전,"미국 하원의원 트럼프의 '비트코인 비축' 중단 촉구, 비트코인 1억2095만...",14일 가상화폐거래소 빗썸에서 오후 4시15분 기준 비트코인은 24시간 전보다 1BTC(비트코인 단위)당 0.43% 내린 1억2095만2천 원에 거래되고 있다. 이날 빗썸에서 거래되는 가상화폐 시가총액 상위 10개 종목 가격은 엇갈리고 있다. 이더리움은 1ETH(이더리움 단위)당 0.04% 오른 279만1천 원에 거래되고 있다....
