기준시간,원본시간,제목,미리보기
1일 전,6시간 전,"용인지역 레미콘업체, SK하이닉스 용인단지 건설에 자재 공급",처인구 원삼면에 조성이 진행 중인 '용인 반도체클러스터 일반산업단지' 공사현장 전경. 사진=용인시. 용인특례시(시장 이상일)는 관내에 건설중인 반도체단지에 들어가는 레미콘을 지역내 업체가 공급하게됐다고 17일 밝혔다. 이 레미콘은 처인구 원삼면에서 진행 중인 '용인 클러스터...
1일 전,6시간 전,"진성준 “尹, 헌재 판결에 승복한다는 메시지 내야”","다만 그 구체적인 시기와 규모 또 세부적인 내역은 실무 협의를 통해서 정해 가자고 했는데 ‘연금개혁에 합의를 해야 추경을 한다’, ‘반도체 특별법이 통과돼야 추경을 논의한다’라니, 추경 논의가 그 무엇보다도 시급한 논의인데 제대로 진행이 안 되고 있어서 정말로 답답하다”고 토로했다. 상속세법과..."
1일 전,6시간 전,특허보다는 오픈소스 전략...시장이 바뀌고 있다 [한양경제],"테슬라, 2014년 전기차 특허 오픈해 시장 선도 오픈소스 전략은 AI뿐만 아니라 자동차, 반도체, 통신, 소프트웨어 등 다양한 산업에서 새로운 경쟁... 딥시크, 메타 등도 오픈소스로 시장 공략 반도체 업계에서도 오픈소스 전략이 주목받고 있다. 미국의 설계 기업 ARM은 오픈소스 방식의 아키텍처를 통해..."
1일 전,6시간 전,"이재용 회장 ""삼성 경영진 사즉생 각오 필요""","한편 삼성은 반도체, 스마트폰, TV 등 주요 사업 부문에서 실적 부진과 시장 점유율 감소 등으로 대내외적 위기에 직면해 있다. 올해 실적 전망도 밝지 않다. 금융정보업체 에프앤가이드에 따르면 삼성전자의 올해 1분기 영업이익 예상치는 지난해 같은 기간보다 19.9% 감소한 5조2901억원으로 집계됐다."
1일 전,6시간 전,과기정통부 AI글로벌 콘퍼런스에 엔비디아·AMD·오픈AI 등 참여,"텐서웨이브, LG, 네이버, 업스테이지, 트웰브랩스 등 국내외 기업 관계자가 참여한다. 한편 본행사 2부는 AI 반도체, 데이터센터, AI 모델 및 서비스 3가지 파트로 나뉘어 진행되며 인텔, 리벨리온, 퓨리오사AI, AWS, 오라클, NHN클라우드, 구글, 가우디오랩, 루닛, 마키나락스, 모레, 트릴리온랩스 등이 참여한다."
1일 전,6시간 전,"'코스피 데뷔' 씨케이솔루션, 상장 첫날 30%대 상승…""이차전지 드라이...","이 외에도 액침 냉각 기술을 활용한 냉동공조 분야와 클린룸에서 경쟁력을 구축하며 데이터센터, 방산, 반도체, 바이오·제약 등 다양한 분야로의 사업 확장을 추진하고 있다. 올해 3분기 연결 기준 누적 매출액은 1949억원, 영업이익 120억원, 당기순이익 98억원을 달성했다. 김유곤 씨케이솔루션..."
1일 전,6시간 전,"“삼성 저력 잃었다”…이재용, ‘사즉생·독한 삼성인’ 주문",실제로 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못... 지난해 말 신설된 삼성글로벌리서치 산하 경영진단실은 올 1월 반도체 설계를 담당하는 시스템LSI 사업부에 대한 경영진단에 착수했다. 또 디바이스경험(DX)...
1일 전,6시간 전,"코스피, 외국인·기관 매수세에 2600선 탈환",엔비디아의 개발자회의 'GTC 2025'에 대한 기대감에 ▲삼성전자(4.84%) ▲SK하이닉스(1.71%) ▲한미반도체(0.91%) 등 반도체주가 상승하고 있다. 시가총액 상위 종목 중에서는 ▲LG에너지솔루션(0.15%) ▲삼성바이오로직스(0.57%) ▲셀트리온(0.54%) ▲한화에어로스페이스(7.09%) ▲NAVER(0.72%) 등이...
1일 전,6시간 전,"충남도 ""국가 AI 컴퓨팅센터 유치 도전""…천안 선호","센터는 인공지능 모형과 성능 향상을 위해 첨단 반도체가 집적된 고성능 AI 시설이다. 특수목적법인(SPC) 지분 공공 51%, 민간 49%로 추진되며 2027년까지... 도는 오는 6월 개소 예정인 제조기술융합센터, 반도체·디스플레이 분야 AI 자율제조 선도 프로젝트 추진 등을 강점으로 내세울 계획이다. 안 실장 보고에..."
1일 전,6시간 전,"권성동 ""巨野, 외교안보 위기 초래…한덕수 탄핵 기각해야 급한 불 꺼져...","엄중한 경제외교 현실엔 일말의 관심 없이 우리 안보와 산업에 집결된 형법상 간첩죄 개정은 꾸준히 발목을 잡고 있고 반도체 특별법은 주52시간 예외 같은 핵심 사안은 삭제해 버린 채 패스트트랙을 악용해 1년 넘게 묵혀버리려 한다""고 직격했다. 권 원내대표는 ""우리 당은 탄핵심판 결과에 승복하겠다고 공식..."
1일 전,6시간 전,"국토부, 2025년 스마트도시 조성·확산 위한 4가지 사업 참가 공모 실시","특히, 올해는 과학기술정보통신부 ‘온디바이스(On-Device) AI 서비스 실증·확산사업’과 협업으로 진행해, AI 반도체를 활용한 모빌리티, 로봇 등 특화분야 스마트서비스의 도시공간 실증 활성화가 기대된다.올해는 스마트도시 특화단지 1개소를 선정하고, 사업주체인 관할 지방자치단체(특·광역시..."
1일 전,6시간 전,“엄마는 공순이야”…반도체 대기업 다니는데 남편이 이래도 되나요?[...,남편이 자식들에게 반도체 대기업에 다니는 아내를 ‘공순이’라고 비아냥댄다는 사연이 전해졌다. 최근 직장인 익명 커뮤니티 ‘블라인드’에는 ‘남편이 자꾸 직업 가지고 비아냥거린다’는 제목의 글이 올라왔다 반도체 대기업 전임직으로 교대근무 한다는 A 씨는 “올해로 15년 차다. 라인 및 사무실을...
1일 전,6시간 전,"SK스퀘어 자회사 'FSK L&S', 美 '배터리 벨트' 진출","FSK L&S는 올해 추진 예정인 중국·북미 반도체 낸드 물류 서비스 등 신규 사업을 발판 삼아 올해 매출과 영업익 모두 큰 폭으로 성장시키겠다는 계획이다. 2016년 문을 연 FSK L&S는 운송 관리, 창고 관리 등 물류 아웃소싱(BPO) 사업을 진행하고 있다. 와 정밀 장비, 배터리 등 다양한 제품을..."
1일 전,6시간 전,"SK스퀘어 자회사 'FSK L&S', 美 '배터리 벨트' 진출","FSK L&S는 올해 추진 예정인 중국·북미 반도체 낸드 물류 서비스 등 신규 사업을 발판 삼아 올해 매출과 영업익 모두 큰 폭으로 성장시키겠다는 계획이다. 2016년 문을 연 FSK L&S는 운송 관리, 창고 관리 등 물류 아웃소싱(BPO) 사업을 진행하고 있다. 와 정밀 장비, 배터리 등 다양한 제품을..."
1일 전,6시간 전,"용인특례시, 반도체클러스터 일반산업단지 내 콘크리트 생산시설 설치",용인특례시가 SK에코플랜트가 처인구 원삼면에서 진행 중인 ‘용인반도체 클러스터 일반산업단지’ SK하이닉스... 시는 ‘용인 반도체클러스터 일반산업단지’에 콘크리트 생산시설을 설치해 자재를 공급하면 고용 창출과 지역경제...
1일 전,5시간 전,"[TOP's Pick] 한성크린텍, 2025 워터코리아 참가…""초순수 국산화 공정 전...","최근 미국 반도체용 케미칼 생산 공장 공급 계약 체결로 주목 한성크린텍이 19일부터 21일까지 고양시 킨텍스에서 열리는 물 산업 분야 전문 박람회인 ‘2025 워터코리아(WATER KOREA)’에 참가한다고 17일 밝혔다. 한성크린텍은 반도체 초순수, 순수 제조부터 해수담수화, 폐수처리, 재이용 시스템까지 산업 전반에..."
1일 전,5시간 전,[마담P의 오경제] 민감국가 지정 후폭풍 '윤석열 리크스' 현실화?,"이번 조치로 AI, 원자력, 반도체 등 한미 첨단 기술 협력에도 제약이 불가피할 전망이다. 한국 연구진은 미국 국책 연구소 및 연구기관과의 협력에서 불리한 위치에 놓이게 될 가능성이 커졌다. 일례로 미 에너지부가 관리하는 연구소에 접근하려면 사전 허가 및 보안 심사를 거쳐야 하며 일부 기술 협력도..."
1일 전,5시간 전,"용인시, SK하이닉스 Fab 공사에 지역 레미콘 공급 결정",경기 용인특례시는 SK에코플랜트가 처인구 원삼면에서 진행 중인 '용인반도체 클러스터 일반산업단지'에 필요한 레미콘 자재를 지역 내 업체에서... SK하이닉스는 처인구 원삼면 415만㎡(약 126만평) 규모 '용인 반도체 클러스터 일반산업단지'에 122조원을 투자해 Fab 4기를 구축할 계획이다.
1일 전,5시간 전,성균관대 2026전형계획 입시설명회.. 내달 5일부터 27일 '전국 12개 지역...,"계약학과인 반도체시스템공학은 70명, 지능형소프트웨어학은 50명을 정원외로 모집하고, 2024학년 미충원 이월인원 14명을 추가로 선발한다. 전형별로 살펴보면 수시의 경우 학종은 융합형 315명, 탐구형 386명, 성균인재 266명, 과학인재 150명, 기회균형 24명을 모집한다. 교과전형의 학교장추천은 416명..."
1일 전,5시간 전,"이재용 '독한 삼성인' 주문""사즉생 각오로 위기 대처해야""",지난해 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭메모리(HBM) 납품 지연 등으로 시장의 기대에 못 미치는 실적을 냈다. 이번 세미나는 경기 용인에 위치한 인력개발원 호암관에서 다음 달 말까지 열린다. 삼성이 전 계열사 임원을 대상으로 세미나를 진행하는 것은 2016년...
1일 전,5시간 전,"이재용 '독한 삼성인' 주문""사즉생 각오로 위기 대처해야""",지난해 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭메모리(HBM) 납품 지연 등으로 시장의 기대에 못 미치는 실적을 냈다. 이번 세미나는 경기 용인에 위치한 인력개발원 호암관에서 다음 달 말까지 열린다. 삼성이 전 계열사 임원을 대상으로 세미나를 진행하는 것은 2016년...
1일 전,5시간 전,"'사즉생' 단어 꺼내든 이재용 ""독한 삼성 되자""","삼성전자는 메모리를 비롯한 반도체 사업서 부진을 겪고 있다. TV와 스마트폰 사업도 중국 추격에 밀려 시장 점유율이 하락, 총체적 위기에 빠졌다. 삼성전자 D램 점유율은 △2022년 43.1% △2023년 42.2% △2024년 41.5% 등으로 지속 하락세다. 스마트폰 시장점유율도 △2022년 21.7% △2023년 19.7% △2024년 18.3% 등으로..."
1일 전,5시간 전,"美 ""상호관세 이후 양자협상 통해 새 협정""...FTA 체결 한국도 대상될 듯","그러면서 ""트럼프 대통령이 말하고자 하는 것은 두 가지""라며 ""첫째 알루미늄, 철강, 반도체, 자동차 제조 등 핵심 산업에서 트럼프 대통령은 이들 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장하는 것이라고 믿는다""라고 했다. 그는 또 ""두 번째는 글로벌이다. 우리는..."
1일 전,5시간 전,"SK하이닉스, 미중 무역갈등 타격 제한적…HBM 영향 미미","미중 무역 갈등으로 지난달 국내 대중 반도체 수출이 급감한 가운데 고대역폭메모리(HBM)에 미치는 영향은 적을 것이란 분석이 나오며 SK하이닉스에 대한 타격은 적을 것으로 보인다. 지난 16일 산업통상자원부에 따르면, 지난 2월 국내 대중 수출액은 전년 동기 대비 31.8% 급감한 39억8000만달러인..."
1일 전,5시간 전,"곽동신 한미반도체 회장, 자사주 30억원 규모 취득 예정","한미반도체는 곽동신 회장이 30억원 규모 자사주 취득에 나선다고 17일 공시했다. 곽 회장이 취득 예정인 주식은 3만4170주로, 취득 단가는... 한미반도체 관계자는 ""이번 자사주 매입 결정은 고대역폭메모리(HBM) 장비 시장에서 한미반도체의 TC 본더 기술력과 미래 성장에 대한 자신감을 드러내기..."
1일 전,5시간 전,"뷰웍스, AI 영상처리 향상 위한 '고속 멀티모드 설루션' 공개","디스플레이와 반도체 패키징 공정 결함 검출과 PCB 원판 검사 등에 활용도가 높다. 발표자로 나선 뷰웍스 광영상연구소장 권혁훈 이사는 ""기존 자동 광학 검사 시스템 설치 시, 수 가지 형태의 결함을 검출하기 위해 다양한 조명과 세팅이 요구됐기에 구축에 드는 비용과 시간이 많이 소모됐다""며 ""기술력이..."
1일 전,5시간 전,"올해 1,2월 수출 작년 대비 4.8% 감소","관세청이 17일 발표한 2월 월간 수출입 현황 확정치에 따르면 2월 수출 실적은 반도체와 석유제품 등 주요 품목의 감소가 전체에 영향을 미친 것으로 나타났다. 2월 수출을 품목별로 살펴보면, 석유제품 수출은 작년 2월 대비 12.2% 줄어든 39억3000만달러로 집계됐고 역시 2.5% 감소한 98억달러를..."
1일 전,5시간 전,"라온로드 ""한국산 AI 반도체로 태국 스마트시티 시장 진출""","라온로드는 한국산 AI반도체를 활용한 스마트시티 모델을 태국 붕깐주를 비롯한 주요 도시에 구축하는 역할을 담당하고, 밀리어네리는 태국 정부 영업... AI 반도체를 활용한 교통관제부터 디지털트윈, 스마트시티 구축에 이르기까지 한국에서의 경험을 토대로 대형 프로젝트를 수주할 수 있도록..."
1일 전,5시간 전,"[인사이트 - 신기주] ""美군함 정비 맡아달라"" 손 내민 트럼프⋯ 김동관...",삼성그룹은 반도체 수출에 규제 리스크를 더하는 방산 부문을 떼어낼 필요가 있었다. 한화그룹은 그룹의 모태인 방산을 키워낼 새로운 모멘텀이 필요했다. 김동관 한화그룹 부회장과 이재용 삼성그룹 회장의 친분과 신뢰도 빅딜의 배경 중 하나가 됐다. 한화테크윈이 지금 한화에어로스페이스의 뿌리다....
1일 전,5시간 전,"[인사이트 - 신기주] ""美군함 정비 맡아달라"" 손 내민 트럼프⋯ 김동관...",삼성그룹은 반도체 수출에 규제 리스크를 더하는 방산 부문을 떼어낼 필요가 있었다. 한화그룹은 그룹의 모태인 방산을 키워낼 새로운 모멘텀이 필요했다. 김동관 한화그룹 부회장과 이재용 삼성그룹 회장의 친분과 신뢰도 빅딜의 배경 중 하나가 됐다. 한화테크윈이 지금 한화에어로스페이스의 뿌리다....
1일 전,5시간 전,"[더벨][토종 AI 반도체 생태계 분석]'양산 돌입' 모빌린트, 올해 의미있...","인공지능(AI) 반도체 시장은 여전히 엔비디아 독주 체제다. 중국 딥시크, 빅테크의 자체 칩 개발 등 변수가 상존하나 당분간 엔비디아 위상에는 변함이... ◇첫 작품 '에리스' 출격, 고객 확보 총력전 12일 모빌린트에 따르면 최근 자체 개발한 AI 반도체 '에리스' 양산에 들어갔다. 복수 고객들과 기술검증..."
1일 전,5시간 전,"올해 1,2월 수출 작년 대비 4.8% 감소","관세청이 17일 발표한 2월 월간 수출입 현황 확정치에 따르면 2월 수출 실적은 반도체와 석유제품 등 주요 품목의 감소가 전체에 영향을 미친 것으로 나타났다. 2월 수출을 품목별로 살펴보면, 석유제품 수출은 작년 2월 대비 12.2% 줄어든 39억3000만달러로 집계됐고 역시 2.5% 감소한 98억달러를..."
1일 전,5시간 전,"삼성전자, 승부처 1.4나노 힘빼나 … 파운드리 '속도조절'","뉴데일리 이가영 기자 = 삼성전자가 반도체위탁생산(파운드리) 승부처로 불린 1.4나노미터(㎚·1㎚는 10억분의 1ｍ) 공정 개발을 포기하고, 2나노 수율... 당시 삼성전자는 2025년 2나노, 2027년 1.4나노 공정을 적용한 반도체를 양산하겠다는 로드맵을 선보인 바 있다. 회사는 지난해 6월 파운드리 포럼에서도..."
1일 전,5시간 전,"새로운 시대, 인텔의 변혁, 최초의 비 미국인 CEO 립부 탄 선임","지금까지 약 300개 이상의 회사에 투자했으며, 굵직한 회사만해도 AMD가 인수한 노드AI, 인텔이 인수한 하바나랩스, 미국 AI 반도체 기업 삼바노바 시스템... 2008년부터 약 15년 간 반도체 설계 회사인 케이던스 디자인 시스템을 이끌었고, 퀄컴에 인수된 누비아, 온세미에 인수된 콴테나, 마벨이 인수한 아콴티아..."
1일 전,6시간 전,“엄마는 공순이야”…반도체 대기업 다니는데 남편이 이래도 되나요?[...,남편이 자식들에게 반도체 대기업에 다니는 아내를 ‘공순이’라고 비아냥댄다는 사연이 전해졌다. 최근 직장인 익명 커뮤니티 ‘블라인드’에는 ‘남편이 자꾸 직업 가지고 비아냥거린다’는 제목의 글이 올라왔다 반도체 대기업 전임직으로 교대근무 한다는 A 씨는 “올해로 15년 차다. 라인 및 사무실을...
1일 전,6시간 전,"한성크린텍, 2025 워터코리아 참가… ""초순수 국산화 공정 전시""","한성크린텍은 반도체 초순수, 순수 제조부터 해수담수화, 폐수처리, 재이용 시스템까지 산업 전반에 필요한 수처리설비의 설계, 구매ㆍ제작, 시공 및... 이번 전시회에서 한성크린텍은 자회사인 이엔워터와 함께 초순수 국산화 실증플랜트에 적용된 급 초순수 생산공정의 모형을 전시한다. 아울러..."
1일 전,6시간 전,석유화학·철강 난조에 전남지역 수출 2개월 연속 감소,"품목별로 보면 수송장비와 기계류, 타이어 수출은 각각 10.8%, 40.0%, 13.6% 증가했으나 반도체와 가전제품은 14.4%, 29.4% 줄었다. 전남지역 2월 수출은 전년동월대비 18.8% 감소한 32억 1300만 달러, 수입은 9.4% 감소한 29억 8200만 달러, 무역수지는 2억 3100만 달러 무역흑자다. 품목별로 보면 수출은..."
1일 전,5시간 전,"이재용, ""사즉생 각오로 위기 대처해야…죽느냐 사느냐 생존 문제 직면...",참석자들은 내부 리더십 교육 등에 이어 세부 주제에 관해 토론하며 위기 대처와 리더십 강화 방안 등을 모색했다. 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못 미치는 실적을 거뒀다.
1일 전,5시간 전,"독점 지위 흔들리며 공매도 압박까지… 한미반도체, 주가 부양 안간힘","한화비전, 한미반도체가 독점하던 반도체 장비 수주 곽동신 회장, 회사 주식 취득·계획 공시 “좋은 세월 다 갔다. 한화비전으로 다 빠져나가는구나. ” 한화비전이 반도체 장비 시장에서 독점적 지위를 유지해 온 한미반도체를 흔들자 두 기업의 희비가 갈렸다. 한화비전은 지난 14일 사상 최고가를 썼고..."
1일 전,5시간 전,"[더벨][i-point]한성크린텍, 워터코리아서 '초순수 국산화 공정' 전시","한성크린텍은 반도체 초순수, 순수 제조부터 해수담수화, 폐수처리, 재이용 시스템까지 산업 전반에 필요한 수처리설비의 설계, 구매·제작, 시공 및... 이번 전시회에서 한성크린텍은 자회사인 이엔워터와 함께 초순수 국산화 실증플랜트에 적용된 반도체급 초순수 생산공정의 모형과 초순수 전처리..."
1일 전,5시간 전,이상일 용인시장 “SK하이닉스 122조 원 투자...첫 팹 공사에 4500억 원 ...,이투데이=김재학 기자 | 용인 지역 11개 레미콘 업체 반도체클러스터 '첫 팹(Fab)' 자재 공급 용인특례시는 SK에코플랜트가 처인구 원삼면에서 진행 중인 ‘용인반도체 클러스터 일반산업단지’ SK하이닉스 생산라인(Fab) 기본 공사에 필요한 레미콘(Ready mixed concrete) 자재를 지역내 업체에서 공급받는다고...
1일 전,5시간 전,"삼성운용, '삼성글로벌CoreAI목표전환형' 펀드 출시","주식은 반도체·인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자한다. 이 펀드의 목표 수익률은 7%로 설정되었으며, 목표 달성 후에는 전체 포트폴리오를 채권 및 채권형 ETF로 전환해 6개월 후 환매한다. AI 산업은 핵심 메가트랜드로 평가받고 있으며 지속적인..."
1일 전,5시간 전,"""사피엔반도체, 올해 말 2세대·내년 말 3세대향 공급 수혜 기대""<유진투...","26년 2세대 AR기기 출시 경쟁…27년 3세대 AR 기기 출시 본격 경쟁 예상 사피엔반도체 계약금·계약종료일 정정 공시…큰 시장 적극 대응 긍정적 [뉴스투데이=전소영 기자] 사피엔반도체가 올해 말 2세대, 내년 말 3세대향 제품 공급과 함께 본격적인 실적 성장 수혜가 기대된다. 박종선..."
1일 전,5시간 전,"FSK L&S, 미국 '배터리 벨트' 진출","또한, 중국·북미 반도체 낸드 물류 서비스 등 신규 사업을 추진하며 올해 매출(약 2,710억 원)과 영업이익(64억 원)을 큰 폭으로 끌어올리겠다는... 2016년 설립된 FSK L&S는 반도체, 정밀 장비, 배터리 등 다양한 물류 BPO 사업을 운영 중이며, 케롤 플랫폼을 통해 화주가 물류를 효율적으로 관리할 수..."
1일 전,5시간 전,한미반도체 '여전히 싸다'…10만원 선 붕괴에 매수 나선 곽동신 회장,"곽동신 한미반도체 회장이 올해도 자사주 매수 행렬을 이어간다. 2023년부터 총 390억원 이상의 자사주를 매수한 곽 회장은 올해도 자사주 매입에 50억원 가량을 투입할 계획이다. 곽 회장은 한미반도체 주가가 저평가 되어 있다고 판단, 자사주 매입으로 기업가치 제고를 도모한다는 방침이다. 17일..."
1일 전,5시간 전,이재용 회장 '사즉생' 메시지…2000명 임원 교육 뭐길래,"특히 삼성전자가 반도체와 스마트폰 등 주요 사업에서 위기를 맞는 상황에서 전사적으로 전 임원들을 상대로 빠짐없이 교육을 진행해 더 눈길을 끈다. 삼성은 지난 2009년부터 2016년까지 매년 임원 대상 교육을 해 왔으나, 2017년 미래전략실 해체 이후 교육을 중단했다가 이번에 9년 만에 처음 교육 프로그램을..."
1일 전,5시간 전,"한화세미텍, SK하이닉스에 HBM TC본더 첫 공급","이번 성과로 한화세미텍은 글로벌 반도체 시장을 선도하는 엔비디아 공급체인에 합류하게 된다. 또한, 이번 계약 성공으로 SK하이닉스와의 TC본더 공급계약을 독점하고 있던 한미반도체에 영향을 미칠 것으로 예상된다. 한미반도체는 그간 SK하이닉스에 HBM용 TC본더를 독점 공급해왔다. 한편..."
1일 전,5시간 전,"이재용, 임원 세미나서 “사즉생 각오…경영진부터 반성해야”","이 회장이 ‘생존의 문제’, ‘사즉생’ 등을 언급하며 위기를 진단하고 임원을 질책하는 메시지가 알려진 것은 이번이 처음입니다. 삼성전자 반도체 사업의 지난해 연간 영업이익은 15조 1천억 원으로, SK하이닉스(23조 4천673억 원)에 크게 못 미치는 등 부진하고 있습니다. [사진 출처 : 연합뉴스]"
1일 전,5시간 전,"이재용 회장 ""사즉생 각오로 위기 대처해야""…'독한 삼성인' 주문",삼성전자는 최근 인공지능(AI) 반도체 대응에 실기했다는 지적을 받으면서 지난해 '위기론'이 제기됐다. 삼성전자의 지난해 반도체 부문 매출은 111조1000억원이지만 영업이익은 15조1000억원에 그쳐 SK하이닉스 23조4673억원에 크게 못 미쳤다. 인공지능(AI) 시장 확대로 고대역폭메모리(HBM)이 급부상했지만...
1일 전,5시간 전,"""TC본더 자신감""… 곽동신 한미반도체 회장, 30억원 규모 자사주 취득","2023년부터 총 423억원 매입 아주경제=이성진 기자 leesj@ajunews.com 곽동신 한미반도체 회장 [사진=한미반도체] 한미반도체는 곽동신 회장의 30억원 규모 자사주 취득 계획을 17일 공시했다. 곽 회장이 취득 예정인 주식은 3만4170주로, 취득 단가는 8만7800원이다. 총 규모는 30억12만6000원이다. 취득..."
1일 전,4시간 전,"韓 기업가치 '최하위 수준'…""밸류업 위해선 주주환원 확대해야 ""","우리나라 주력 산업이기도 하나 반도체와 기술 하드웨어, 소프트웨어 등의 고성장 산업의 경우 주주환원이 기업 가치를 높이는 영향은 뚜렷하지 않은 반면, 자본 투자를 통한 기업 가치 상승 효과가 클 것으로 추정됐다. 반대로 자본 투자 필요성이 낮은 금융업종은 배당 확대 등을 통한 기업 가치 제고 효과가..."
1일 전,5시간 전,"곽동신 한미반도체 자사주 30억어치 사기로, ""한화세미텍과 기술격차 커...",곽동신 한미반도체 대표이사 회장이 30억 원 규모 자사주 취득 계획을 밝히면서 후발주자와 기술격차가 크다고 강조했다. 한미반도체는 17일 곽 회장이 30억 원의 자사주를 추가 취득할 것이라고 공시했다. 곽동신 한미반도체 대표이사 회장이 30억 원 규모의 자사주 취득 계획을 17일 발표했다....
1일 전,4시간 전,"한은 ""IT 기업, 주주환원보다 자본투자가 기업가치 더 올린다""","다만 산업별로 구분해 분석한 결과 반도체와 같은 IT 기업의 경우는 주주환원이 기업가치에 미치는 영향이 뚜렷하지 않은 것으로 분석됐다. 김 차장은 ""대규모 자본적지출이 필요한 고성장 산업에서는 자본투자 등을 통한 기업가치 제고 효과가 더 크기 때문이다""고 말했다. 더 나아가 주주보호·환원과..."
1일 전,3시간 전,"""방콕서 범죄차량 가려낸다"" 라온로드, 국산AI반도체로 태국 스마트시티...",[사진 라온로드] 라온로드가 한국산 인공지능(AI) 반도체를 활용해 태국 스마트시티 시장에 진출한다. 라온로드는 모회사 라온피플과 태국 스마트시티... AI 반도체를 활용한 교통관제부터 디지털트윈·스마트시티 구축에 이르기까지 한국에서의 경험을 토대로 대형 프로젝트를 수주할 수 있도록...
1일 전,3시간 전,"SK하이닉스 팹 공사, 용인 지역 레미콘 공급 확정","용인특례시(시장 이상일)는 SK에코플랜트가 처인구 원삼면에서 진행 중인 '용인반도체 클러스터 일반산업단지' SK하이닉스 생산라인(Fab) 기본 공사에... 이상일 시장은 ""'용인 반도체클러스터 일반산업단지' 부지 조성 토목공사 과정에서 SK하이닉스는 2500억원 규모의 지역자원을 활용했고, 2027년 첫..."
1일 전,3시간 전,"FSK L&S, 美 ‘배터리 벨트’ 진출...물류 디지털화로 글로벌 도약",이와 함께 올해 추진 예정인 중국·북미 반도체 낸드 물류 서비스 등 신규 사업을 발판 삼아 올해 매출과 영업이익 모두 큰 폭으로 성장시키겠다는 계획이다. 이번 계약을 통해 FSK L&S는 BOSK 배터리 공장 3곳의 제조 지원을 위한 풀필먼트센터 운영을 담당한다. 이에 BOSK가 생산하는 배터리의 제조 공정...
1일 전,3시간 전,"라온로드, 한국산 AI 반도체로 태국 스마트시티 시장 진출","라온로드는 한국산 AI 반도체를 활용한 스마트시티 모델을 태국 붕깐주를 비롯한 주요 도시에 구축하는 역할을 담당하고, 밀리어네리는 태국 정부 영업... AI 반도체를 활용한 교통관제부터 디지털트윈, 스마트시티 구축에 이르기까지 한국에서의 경험을 토대로 대형 프로젝트를 수주할 수 있도록..."
1일 전,3시간 전,[가장 보통의 투자] 불확실성이 사라지면 무엇이 돈이 될까,반도체 관련주들도 엔비디아 콘퍼런스로 인해 관심을 받을 전망이다. 이미 삼성전자와 SK하이닉스 등 반도체 관련주들은 엔비디아 기대감에 17일 급등했다. 변준호 IBK투자증권 연구원은 “작년 하반기 이후 외국인들이 반도체 업종을 중심으로 매도했고 그로 인해 주가도 크게 하락하며 소외돼 있는 상태”...
1일 전,3시간 전,"한미반도체, 곽동신 대표 30억원 자사주 취득계획 공시","한미반도체는 17일 곽동신 대표이사 회장의 30억원 규모 자사주 취득 계획을 공시했다. 곽 회장이 취득 예정인 주식은 3만4170주로, 취득 단가는 8만7800원이다. 총 규모는 30억12만6000원이다. 취득 예정 시기는 다음 달 15일이다. 이번 취득이 완료되면 곽 회장은 2023년부터 총 423억원 규모의..."
1일 전,3시간 전,"한국 기업가치 '최하위권'…""주주환원 확대해야""","주주 보호가 취약한 기업의 경우 주주환원이 확대될수록 기업가치가 높아지는 양상이 나타난다고 지적했습니다. 다만 대규모 자본투자가 필요한 반도체, 기술 하드웨어 등 IT 업종의 경우 주주환원보다는 자본투자가 기업가치 상승에 효과가 더 크다고 분석했습니다. #한국은행 #주주환원 #기업가치 #주주보호"
1일 전,3시간 전,"이재용 회장 ""'사즉생' 각오로 복합 위기 대처해야"" 주문","◇ 삼성전자, 반도체 부진 지속…실적 전망도 어두워 삼성전자는 반도체 부문에서 범용(레거시) 메모리 부진과 고대역폭 메모리(HBM) 납품 지연으로 지난해 기대에 못 미치는 실적을 기록했다. 연합인포맥스가 증권사 21곳의 실적 컨센서스를 집계한 결과, 삼성전자의 1분기 영업이익은 전년 동기 대비 22.54..."
1일 전,3시간 전,"[Today Asset] 삼성자산운용, '삼성글로벌CoreAI목표전환형' 펀드 출시 外","채권은 단기 우량채권, 채권형 상장지수펀드(ETF) 및 머니마켓 ETF에 투자해 안정성을 확보하고 주식은 반도체·인프라, 소프트웨어, 로보틱스 등... 반도체·인프라 분야에서는 AI 반도체 및 데이터센터 인프라 관련 대형주를 중심으로 투자하며 대표 종목으로 엔비디아(Nvidia), 마벨 테크놀로지..."
