기준시간,원본시간,제목,미리보기
1일 전,2시간 전,"트럼프 ""내일 푸틴과 통화""…""4월 2일 상호·부문별 관세"" 재확인",▲ 도널드 트럼프 미국 대통령과 블라디미르 푸틴 러시아 대통령 트럼프 미국 대통령이 우크라이나 전쟁 종식을 위해 현지 시간 내일 화요일에 푸틴... 트럼프 대통령이 언급한 발전소는 러시아군이 점령 중인 우크라이나 내 원자력 발전소를 지칭한 걸로 보입니다. 트럼프 대통령은 또 각국에 대한 상호 관세와...
1일 전,2시간 전,"아이톡시, 1분기 90억 자금조달 완료… “관리종목 이슈 해결할 것”",아이톡시(052770)는 1분기 자금조달 및 우크라이나 픽업트럭 수출 계약 기반으로 실적 개선을 본격화한다고 17일 밝혔다. 아이톡시는 지난 14일 관리종목... 여기에 3월 초 우크라이나 픽업트럭 수출 계약금까지 입금 받아 올해부터 재건사업을 통해 가시적인 실적 개선을 이루어 낼 것이라는...
1일 전,2시간 전,"[속보] 트럼프 ""18일 푸틴과 통화""…우크라 전쟁 종전 협상 시사","우크라이나 종전협상을 준비하기 위한 미국과 러시아 정상의 대화 일정을 이같이 밝혔다. 그는 ""주말간 많은 일이 이뤄졌다""면서 ""우리는 저 전쟁을 끝낼 수 있는지 보길 원한다. 그렇게 할 수 있을수도, 없을 수도 있지만 우리에겐 매우 좋은 기회가 있다고 생각한다""라고 말했다. 트럼프 대통령은 와..."
1일 전,2시간 전,"트럼프 ""철강·알루미늄 관세 예외 無…4월2일 상호·車관세 함께""(상보...","주말 동안 많은 일이 이뤄졌다""며 ""우린 (우크라이나) 전쟁을 끝낼 수 있을지 보고 싶다. 그럴 수도 있고, 못할 수도 있지만, 우리는 아주 좋은 기회를 가지고 있다고 생각한다""고 말했다. 트럼프는 우크라이나-러시아 전쟁을 종식하기 위해 ""토지와 발전소(lands and power plants)""를 포함한 ""특정 자산을..."
1일 전,2시간 전,"‘쿠르스크 고전’ 젤렌스키, 군 참모총장 경질",우크라이나군이 러시아 남서부 쿠르스크에서 고전하고 있는 상황에서 볼로디미르 젤렌스키 우크라이나 대통령이 아나톨리 바릴레비치 군 참모총장을 경질했다. 후임으로는 동부 전선 대응을 지휘했던 안드리 흐나토우 장군을 임명했다. 대통령실은 16일(현지시간) 홈페이지를 통해 흐나토우를...
1일 전,2시간 전,"대동그룹 오너 4세 김신형, 대동기어 팔아 모기업 지분 확대","대동기어 주가가 우크라이나 재건 테마에 엮이며 근래 급등한 것이 최적의 매도 타이밍이 됐다. 김 씨는 대동기어를 팔아 확보한 현금을 그룹 모회사인 대동 지분 확보에 활용했다. 이달 10~13일 사이 네 번에 걸쳐 매입한 대동 주식은 총 44여억 원어치, 36만7000주(1.43%)로 종전 갖고 있던 주식을 웃도는..."
1일 전,2시간 전,"본지 홍석용 기자, 이달의 편집상 수상","홍석용 기자는 미국과 우크라이나 간 광물 협정 초안에서 전쟁 종식에 대해 미국의 역할이 없다는 점에 주목하고, 최대 1433조 대규모 광물 협정임에도... 그는 ""트럼프는 우크라이나의 막대한 가치의 광물을, 젤렌스키는 3년간 계속된 전쟁 종식을 원하고 있어, 광물 협정 체결을 위해 마주할 예정인 두 정상..."
1일 전,1시간 전,"트럼프 ""18일 종전협상 위해 푸틴과 대화""","그는 ""'특정 자산의 분할'과 관련한 대화가 이미 진행 중""이라면서 ""영토와 발전소들이 양국 협상의 초점이 되고 있다""고 전했다. 여기서 언급된 발전소는 우크라이나 내에 러시아군이 점령 중인 원자력 발전소를 뜻하는 것으로 풀이된다. [신아일보]"
1일 전,1시간 전,"트럼프 ""18일 푸틴과 통화 예정""…우크라 종전논의 주목","발전소에 관해 이야기하고 있다""라며 ""우크라이나와 러시아 양쪽이 이미 많은 논의를 하고 있다""라고 말했다. 앞서 트럼프 대통령의 '평화 대리인' 스티브... 푸틴 대통령은 우크라이나가 30일 휴전안에 동의하자 원칙적 동의 의사를 밝혔지만, 세부 사항을 논의해야 한다는 입장이다. 로부터 잠정..."
1일 전,1시간 전,"아이톡시 ""90억 조달 완료…빠른 시일 내 관리종목 이슈 해결""","아이톡시는 1분기 자금조달, 우크라이나 픽업트럭 수출 계약 기반으로 실적 개선을 본격화한다고 17일 밝혔다. 회사 측에 따르면 아이톡시는 지난 14일... 지난달 초 우크라이나 픽업트럭 수출 계약금까지 입금 받아 올해부터 우크라이나 재건사업을 통해 가시적인 실적 개선을 이뤄낼 것이라는 게 회사 측..."
1일 전,1시간 전,[CHECK 책] 미래전의 대표적인 무인 무기 드론의 전술적 운용에 포커스,"러시아와 우크라이나전쟁에서 드론은 중요한 무기체계로 떠오르며 주목받고 있으나, 전술적 운용 방안은 정립돼 있지 못한 상태이다. 따라서 드론의... 김창진 교수는 ""4차 산업혁명 시대의 미래전은 드론으로 대표되는 무인 무기체계의 비중이 더욱 높아질 것이며, 특히 러시아와 전쟁은 이를 더욱..."
1일 전,1시간 전,"러 ""우크라 나토 배제·중립 유지"" 요구…""철통 같은 안보보장 담겨야""",러시아는 우크라이나와의 평화 협정에서 우크라이나의 북대서양조약기구(NATO·나토)에 가입 배제와 중립 유지에 대한 확실한 보장을 요구할 예정이라고 밝혔다. 17일(현지시간) 로이터 통신에 따르면 알렉산드르 그루슈코 러시아 외무차관은 이날 러시아 매체 이즈베스티야와의 인터뷰에서 휴전 제안에 대한...
1일 전,1시간 전,북마케도니아 클럽서 대형 화재 발생… 최소 59명 사망,"한편 이번 화재 사건이 발생한 후 프란치스코 교황을 비롯해 유럽 각국의 지도자들은 애도의 메시지를 전했다. 볼로디미르 젤렌스키 우크라이나 대통령은 ""부상자들의 빠른 쾌유를 기원한다""며 ""우크라이나는 북마케도니아 이웃들과 함께 애도하고 있다""고 강조했다. 북마케도니아,애도"
1일 전,1시간 전,"트럼프 ""내일 푸틴과 대화…전쟁 끝낼 수 있는지 보길 원해""","트럼프 대통령은 오늘 플로리다에서 워싱턴DC로 복귀하는 대통령 전용기편에서 기자들에게 우크라이나 종전 협상을 준비하기 위한 미국과 러시아 정상의... 트럼프 대통령은 우크라이나와 러시아의 종전협상 의제가 될 사안을 일부 언급하기도 했습니다. 그는 ""양측간에 특정 자산의 분할과 관련한 대화가 이미..."
1일 전,1시간 전,러시아 “우크라 중립국화·나토가입 거부 요구할 것”,러시아는 평화협정에서 우크라이나의 중립국 유지와 나토(북대서양조약기구) 가입에 대한 회원국들의 거부를 요구할 것이라고 강조했다. 알렉산드르... 그러면서 “그러한 안보 보장의 일부로 우크라이나의 중립국 유지와 우크라이나의 나토 가입에 대한 회원국들의 거부가 포함돼야 한다”며 “사실 이는 협정...
1일 전,1시간 전,[성공예감] “한국인이 사면 고점” 서학개미 뼈때리는 오징어게임 보고...,그리고 더 나아가서 우크라이나 러시아 전쟁 휴전에 대한 설왕설래도 많고 뭐 30일 휴전을 제의하고 거절했니 참 우리가 이렇게 많은 뉴스에 파묻혀 있다... 바로 우크라이나 회담 그리고 주가 폭락 때문인데 이런 것들을 염두에 둔다면 이제 스태프들은 말을 어떻게든 이제 좀 돌리겠죠. 우리가 이런 발언을 한...
1일 전,1시간 전,"車 주요뉴스, 전기차용 리튬배터리 급속충전 단 '15분'? – 주유소 기름...","이번 주 국제유가는 미국 관세 정책에 따른 세계 경기 둔화 우려 지속, 국제에너지기구(IEA)의 석유 수요 전망 하향, 러시아-우크라이나전 휴전 논의 진전 등으로 하락했다. 수입 원유 가격 기준인 두바이유는 직전 주보다 0.1달러 내린 71.2달러였다. 국제 휘발유 가격은 0.9달러 내린 77.7달러, 국제..."
1일 전,1시간 전,"트럼프 ""내일 푸틴과 대화""… 우크라 종전논의 주목","도널드 트럼프 미국 대통령이 18일(현지시간) 블라디미르 푸틴 러시아 대통령과 우크라이나 전쟁 종전 협상을 논의할 계획이라고 밝혔다. 17일 로이터... 트럼프 대통령은 종전 협상의 핵심 쟁점으로 '특정 자산의 분할'을 언급하며, 러시아와 간 영토 및 발전소 문제가 협상 초점이 될 것이라고..."
1일 전,1시간 전,"""대만, 훈련하는 척 침공하는 中작전 겨냥 전쟁대비훈련 실시""","배치, 타이베이 시내로 이어지는 길목에 폭발물 설치 등 방어선 구축을 진행한다고 설명했다. 다른 소식통은 ""러시아와 동맹국 벨라루스가 2022년 2월 벨라루스 내에서 훈련을 벌이던 도중 러시아군의 우크라이나 침공이 이뤄진 전술을 중국군이 사용할 것에 대비해 이번 훈련을 실시하는 것""이라고 설명했다."
1일 전,1시간 전,"[종합] 트럼프 ""18일 푸틴과 통화""…우크라 종전 협상 타결 가능성 시사","""영토와 발전소들이 러시아-우크라이나 협상의 초점"" NYT ""우크라 후퇴 이용해 협상서 입지 강화하려고 할 것"" 아주경제=황진현 기자 jinhyun97@ajunews.com 16일... 대통령이 우크라이나가 점령한 쿠르스크 지역을 수복하기 위해 총공세를 가하는 가운데 도널드 트럼프 대통령이 18일(화) 전화 통화를 할 것이라며..."
1일 전,1시간 전,[연합뉴스 이 시각 헤드라인] - 14:30,"트럼프 대통령은 이날 플로리다에서 워싱턴DC로 복귀하는 대통령 전용기편에서 기자들에게 우크라이나 종전협상을 준비하기 위한 미국과 러시아 정상의 대화 일정을 이같이 밝혔다. 그는 ""주말간 많은 일이 이뤄졌다""면서 ""우리는 저 전쟁을 끝낼 수 있는지 보길 원한다. 그렇게 할 수 있을수도..."
1일 전,1시간 전,"펜싱 에페 송세라·마세건, 부다페스트 그랑프리 동메달","이 대회에선 안나 마크시멘코(우크라이나)가 금메달, 줄리아 리치(이탈리아)가 은메달을 가져갔다. 여자 에페 개인전 세계랭킹 4위인 송세라는 이로써 올 시즌 4차례의 국제대회 개인전 중 3번째 입상에 성공했다. 그는 지난해 11월 캐나다 밴쿠버에서 열린 월드컵에서 우승했고, 올해 2월 스페인 바르셀로나..."
1일 전,1시간 전,'신뢰의 파산' 28개국 중 27위에 머문 한국 사회,"금융위기, 코로나19 팬데믹, 우크라이나 전쟁 등 글로벌 사건들이 신뢰의 토대를 계속해서 침식해왔다. 특히 소득에 따른 신뢰 격차는 충격적이다. 전 세계적으로 고소득층의 신뢰지수는 61점인 반면, 저소득층은 48점에 불과했다. 13점 차이다. 돈이 많은 사람들은 시스템을 신뢰하고, 가난한 사람들은..."
1일 전,1시간 전,"北 최선희 외무상, 러 외무차관 접견…북한군 포로 송환문제 논의 가능...",리버티코리아포스트=이승환 기자 러시아·우크라이나 전쟁의 휴전 협상이 가속화되는 가운데 북한의 외교장관과 차관이 러시아 외교차관과 회담을... ◆ 북한군 포로 송환 문제 논의 가능성 제기 이와 함께 양측은 최근 미국이 제안한 우크라이나 전쟁 휴전안에 대해서도 의견을 나눴을 것으로 예상된다. 미국...
1일 전,1시간 전,"우크라이나, 신형 미사일 발사 성공...모스크바 정밀 타격 가능",우크라이나가 러시아 모스크바를 정밀 타격할 수 있는 신형 미사일 발사에 성공했다고 요미우리신문이 17일 보도했다. 보도에 따르면 볼로디미르 젤렌스키 대통령은 15일(현지시간) SNS를 통해 우크라이나가 자체 개발한 신형 장거리 미사일 '롱 넵튠'의 실전 발사가 성공했다고 밝혔다. 이 미사일의 사거리는...
1일 전,1시간 전,트럼프 “푸틴과 18일 통화”…우크라이나 종전 협상 논의 기대,도널드 트럼프 미국 대통령은 우크라이나 종전 협상과 관련해 18일(현지 시간) 블라디미르 푸틴 러시아 대통령과 통화할 계획을 밝혔다고 AP통신이... 우리는 우크라이나 전쟁을 끝낼 수 있기를 바란다”고 말했다. 트럼프 대통령은 우크라이나 종전 협상에서 논의하게 될 사안의 일부로 영토와 발전소를...
1일 전,1시간 전,"트럼프 ""푸틴과 18일 통화 예정"" … 러, 종전조건 요구하며 '압박'","우크라이나 종전 협상을 준비하기 위한 미국과 러시아 정상간 대화일정을 이같이 밝혔다. 그는 ""주말간 많은 일이 이뤄졌다""며 ""우리는 저 전쟁을 끝낼 수 있는지 보길 원한다. 그렇게 할 수 있을 수도, 없을 수도 있지만 우리에겐 매우 좋은 기회가 있다고 생각한다""고 말했다. 트럼프 대통령은 와..."
1일 전,1시간 전,"""해방의 날""…트럼프, 4월2일 상호관세·자동차관세 재확인","우크라이나 전쟁 관련해선 블라디미르 푸틴 러시아 대통령과 18일(현지시간) 통화할 것이라고 밝혔다. 로이터 및 블룸버그 통신에 따르면, 트럼프... 한편 이 자리에서 트럼프 대통령은 최근 우크라이나와 사이에서 '30일 휴전안'이 만들어진 것 관련해 ""화요일(18일) 푸틴 대통령과 대화할 계획""이라며 ""주말..."
1일 전,1시간 전,트럼프 “18일 푸틴과 대화”…‘영토·발전소’ 협상 초점 언급,"트럼프 대통령은 이날 플로리다 마러라고에서 워싱턴DC로 복귀하는 대통령 전용기편에서 기자들에게 우크라이나 종전협상을 준비하기 위한 미국과... 트럼프 대통령은 우크라이나와 러시아의 종전 협상 의제에 대해서도 일부 언급했습니다. ""양측 간에 '특정 자산의 분할'과 관련한 대화가 이미 진행 중..."
1일 전,1시간 전,트럼프 “내일 푸틴과 대화할 것”…우크라 전쟁 종지부 찍을까,"도널드 트럼프 미국 대통령이 우크라이나 전쟁의 종전협상과 관련해 블라디미르 푸틴 러시아 대통령과 대화하겠다고 밝혔다. 17일(현지시간)... 트럼프 대통령은 또 우크라이나와 러시아의 종전협상 의제가 될 사안을 일부 언급했다. 그는 “영토(land)와 발전소(power plant)에 대해 얘기할 것""이라며 “특정..."
1일 전,5시간 전,"트럼프 ""러와 협상 잘 돼가…푸틴도 휴전 동의할 것","도널드 트럼프 미국 대통령이 우크라이나 전쟁을 끝내기 위한 러시아와의 협상이 ""잘되고 있는 것 같다""고 말했습니다. 트럼프 대통령은 현지시간 16일 방영된 뉴스 프로그램 인터뷰에서 ""월요일이 되면 좀 더 알게 될 것 같은데 잘되기를 바란다""며 협상에 대한 기대감을 나타냈습니다. 또 블라디미르 푸틴..."
1일 전,5시간 전,"佛의원 ""폭군 뽑은 美에 '자유의 여신상' 자격 없어…반환해라""",뉴욕 포스트에 따르면 글룩스만은 그간 트럼프의 우크라이나 지원을 철회와 대학과 연구 기관 자금 삭감을 신랄하게 비판해 왔다. 폴리티코는 글룩스만의 발언은 우크라이나에 대한 지원을 잠시 중단하기로 한 트럼프 대통령의 결정과 관련이 있을 가능성이 크다고 평가했다. 현재는 지원을...
1일 전,1일 전,"""멍청이가 만든 차""…美 상원의원 ""테슬라 버릴 것""",켈리 의원은 우크라이나 방문을 두고 머스크와 설전을 펼치기도 했다. 머스크가 켈리 의원이 우크라이나를 방문해 부상당한 군인들을 만난 것을 두고 ‘배신자’라고 비난하면서다. 이에 켈리 의원은 “자유를 수호하는 것이 미국을 위대하게 만들고 우리를 안전하게 지키는 기본 원칙인데 이해하지 못한다면...
1일 전,5시간 전,"[특징주] 한일단조, 유럽 방위비 증대를 위한 대규모 재무장...최대 수혜...","우크라이나와 인접한 폴란드는 올해 유럽에서 가장 높은 수준인 GDP의 4.7%를 국방 예산으로 편성했다. 유럽 각국의 방위비 증액 현상은 도널드 트럼프... 최정환 LS증권 연구원은 ""현재 시장은 러시아-우크라이나 전쟁과 관계없이 유럽의 재무장과 이에 따른 국내 기업의 수혜에 더 집중하는 분위기""라며..."
1일 전,8시간 전,트럼프-푸틴 이번 주 통화…우크라 종전 협상 분수령,"우크라이나 종전 협상이 이번 주 분수령을 맞을 전망입니다. 트럼프 미국 대통령과 푸틴 러시아 대통령이 이르면 내일 통화할 예정인데, 트럼프가 제안한... <도널드 트럼프/미국 대통령> ""우리는 우크라이나 측과 휴전 협정(30일 휴전안)을 맺었고, 러시아와도 노력 중입니다. 지금까지는 괜찮게 진행된 것 같아요...."
1일 전,11시간 전,"""트럼프 경제 정책 반대, 처음으로 과반 넘겨""","트럼프 대통령은 다른 분야의 정책에서도 과반 지지를 받지 못했다. 물가 상승 및 생활비 대응 정책을 ‘지지한다’고 답한 응답자는 42%뿐이었고, 우크라이나 전쟁 대응 등 외교 정책에 대한 지지율은 45%에 그쳤다. 다만 국경안보 및 이민자 대응 정책은 55%의 지지를 받아 항목 중 유일하게 절반을 넘겼다."
1일 전,11시간 전,"‘미국의 소리’ 방송, 트럼프의 조직 축소 지시에 파행","로이터통신에 따르면 USAGM은 RFA, 그리고 러시아와 우크라이나를 포함해 동유럽 국가들에 소식을 제공하는 자유유럽방송(RFE)의 예산도 끊었습니다. USAGM은 트럼프 대통령과 가까운 강경 우파 정치인 캐리 레이크가 특별 고문을 맡고 있습니다. 레이크 고문은 전날 성명에서 ""난 대통령의 행정명령을..."
1일 전,8시간 전,"美국무장관 ""상호관세 후 양자협상 통해 새 협정 체결""",우크라이나 전쟁 문제나 외교 정책에서도 지지한다는 응답은 각각 42%와 45%로 과반에 못 미쳤습니다. 국경안보와 이민 문제에서만 트럼프 대통령 정책을 지지한다는 응답이 유일하게 절반을 넘었습니다. 트럼프 대통령의 대통령직 수행 전반에 대한 지지율은 47%로 나타났습니다. 이는 집권 1기 기간을 포함해...
1일 전,8시간 전,"[더벨][전문건설업 경쟁력 분석]동아지질, 국내서 일군 50년 토목 기술 ...","러시아-우크라이나 전쟁이 발발하면서 꺾인 수익성도 다시 회복세로 접어들었다. 신규 일감 확보 등에선 선방한 가운데 착실하게 외형 성장을 이어갈 것으로 전망된다. ◇창립 54주년 앞둬, 지반 조성 시평 5위 경쟁력…이정우 회장 창업 동아지질 창업주 이정우 회장은 1970년대 초까진 지질학, 응용지질..."
1일 전,8시간 전,2010년대에 루마니아의 사회민주당과 국민자유당의 대립,"2008년 서브프라임 모기지 사태 이후 다른 유럽 국가와 마찬가지로 경제 위기에 따른 많은 어려움을 겪었지만 넓은 영토와 동유럽 내에서 우크라이나 다음으로 가장 많이 매장된 지하자원, 그리고 나토군이 주둔하면서 얻는 안보적..."
1일 전,5시간 전,"김창진 광주대 국방학과 교수, '미래전을 만드는 드론' 출간","러시아와 우크라이나 전쟁에서 드론이 중요한 무기체계로 떠오르고 있지만 전술적 운용 방안이 정립되지 않은 상황인 만큼 드론의 전술적 운용에... 4장에서는 걸프전쟁, 아프가니스탄전쟁, 제2차 이라크전쟁, 러시아와 우크라이나전쟁을 개관하면서 현대전의 특징을 분석했다. 이 책의 백미라고 할 수 있는..."
1일 전,8시간 전,카타르 총리- 러 제1부총리 도하 회담…경제협력· 우크라 문제 포함 (종...,강조하면서 우크라이나 전쟁을 비롯한 국제 문제에 대해서도 협력을 논의했다고 카타르 외무부는 밝혔다. 두 사람은 카타르-러시아 합동 무역 경제 기술협력 위원회의 공동 의장을 맡고 있다. 알타니 카타르 총리는 회담 중에 우크라이나 전쟁을 대화와 외교적 노력으로 해결하기 위한 평화 해결안을 도출하기...
1일 전,8시간 전,"러 ""모든 외국군의 우크라 배치 반대""…佛 ""러 허락 필요없어""",러시아가 모든 외국군의 우크라이나 배치에 반대한다는 입장을 거듭 밝혔다. 에마뉘엘 마크롱 프랑스 대통령이 러시아의 승인 없이도 우크라이나에 병력을 파병할 수 있다는 발언을 낸 직후 나온 경고다. 16일(현지시간) 가디언에 따르면 마크롱 대통령은 이날 프랑스 지역 일간지 르 파리지앵과 라 데페슈 뒤...
1일 전,11시간 전,트럼프 기구 축소 말 한마디에 VOA 직원 휴직…방송 파행,"로이터통신에 따르면 USAGM은 RFA, 그리고 러시아와 우크라이나를 포함해 동유럽 국가들에 소식을 제공하는 자유유럽방송(RFE)의 예산도 끊었습니다. USAGM은 트럼프 대통령과 가까운 강경 우파 정치인 캐리 레이크가 특별 고문을 맡고 있습니다. 레이크 고문은 전날 성명에서 ""난 대통령의 행정명령을..."
1일 전,9시간 전,"""美 유권자 54%, 트럼프 경제정책 불만 … 역대 최악의 '허니문'""","외교 정책 및 러시아·우크라이나 전쟁 이슈에 대해서도 지지한다는 응답이 각각 45%(반대 53%)와 42%(반대 55%)로 과반에 못 미쳤다. 국경안보 및 이민 이슈에서만 트럼프 대통령 정책을 지지한다는 응답이 55%로, 설문에 포함된 5대 주요 국정 이슈 중 유일하게 절반을 넘었다. 트럼프 대통령의 대통령직 수행..."
1일 전,9시간 전,"푸틴 만난 트럼프 특사 ""트럼프-푸틴, 이번 주에 통화할 것""","우크라이나 전쟁 종전 논의를 위해 블라디미르 푸틴 러시아 대통령과 만난 스티브 위트코프 미국 도널드 트럼프 대통령 특사는 ""트럼프 대통령과 푸틴... 만나 우크라이나 침공 종식을 위한 회담을 가졌으며 곧 협상이 성사될 것으로 기대한다""고 덧붙였다. 위트코프 특사는 지난 13일 모스크바에 도착해 푸틴..."
1일 전,9시간 전,[거버넌스워치] 대동기어 주가 급등 틈타 후계자 120억 매각…노림수 먹...,2020년 3월만 해도 1720원(종가 기준)에 머물던 주가가 최근 우크라이나-러시아 종전 기대감에 따른 재건주로 분류되며 지난달 12일 2만원을 돌파한 데 이어 연일 고공행진을 벌이는 시기다. 주당 평균 처분가가 2만5296원이다. 취득가의 9배다. 무려 103억원의 차익을 남기며 116억원의 현금을 손에...
1일 전,9시간 전,"[월요칼럼] 우크라 재건사업, 경북에도 기회 있다",이 플랜은 단순한 경제 원조를 넘어 냉전시대 공산주의 확산을 막고 미국이 세계 패권 국가로 자리매김하는 기폭제가 됐다.작금 종전(終戰) 움직임이 한창인 '러시아·우크라이나 전쟁'도 같은 맥락이다. 지난달 도널드 트럼프(미국)·볼로디미르 젤렌스키() 정상회담은 한편의 블랙코미디처럼 끝났다....
1일 전,8시간 전,3년 만에 종전 임박…러시아·우크라 전쟁이 세계에 남길 것들 5가지[비...,2022년 2월 발발한 이래 사상자 100만 명을 넘긴 러시아·우크라이나 전쟁이 30일 일시 휴전에 돌입하며 사실상 종식을 앞둔 분위기다. 뒷맛은 개운치 않다. 전쟁 당사자인 우크라이나는 종전 협상의 주체가 아니다. 협상은 중동 최대 산유국이자 부국인 사우디아라비아에서 미국과 러시아 사이에 진행되고 있다....
1일 전,8시간 전,"[대전] ""드론 테러 막는다!"" 방위통합훈련 진행","러시아-우크라이나 전쟁 등에서 드론이 살상 무기로 활용되면서 드론 테러 위험도 커지고 있는데요. 우리 군이 국가중요시설에 드론 테러가 발생한 상황을 가정해 경찰과 소방 등과 함께 대응에 나섰습니다. 대전문화방송 김성국 기자가 취재했습니다. (기자) ""사전 승인 신청되지 않은 미식별 드론 2대 식별..."
1일 전,8시간 전,"[자막뉴스] ""우라늄 아주 빠르게 증가""...냉혹한 美 우선주의에 각국 '위...","2년 전, 우크라이나 전쟁에서 수세에 몰린 러시아는 이웃 나라인 벨라루스에 전술 핵무기를 배치했습니다. 냉전 이후 27년 만에 처음 있는 일이었습니다.... 그러나 우리는 핵 교리를 가지고 있습니다.] 우크라이나 종전을 둘러싼 미국과의 갈등을 계기로 유럽도 자체적인 핵 억지력을 모색하기 시작했습니다...."
1일 전,8시간 전,글로벌 재고 부담에 정유사 정제마진 다시 위축,이에 대해 전유진 애널리스트는 '현재의 OSP가 여전히 높기는 하지만 러시아-우크라이나 종전 이후 러시아 우랄(Ural)유 방출이 증가하면 사우디의 시장 점유율을 빼앗아 갈 수 있는 만큼 향후 OSP 추가 하락 가능성이 높다'고 진단했다. 구체적으로는 '미국 산유량을 단기에 빠르게 증가할 수 없는...
1일 전,11시간 전,"中부양책 효과에 지정학적 변동까지…정유업계, 반등 신호탄 쏘나",[사진=SK이노베이션 E&S] 미국의 대중 제재 강화와 러시아·우크라이나 전쟁 종전 가능성 등 지정학적 여건 변화와 중국의 적극적인 경기 부양 등 효과로 국내 정유업계가 반등 모멘텀을 찾을 것이라는 기대가 확산하고 있다. 16일 업계에 따르면 올해 1~2월 중국의 원유 수입량은 8385만t으로 전년 동기보다 5...
1일 전,7시간 전,"바티칸, 한 달여 만에 교황 사진 공개…입원 후 처음","다른 아이들은 우크라이나, 가자, 남아메리카, 아프리카 출신이었다. 이탈리아 유니세프 대변인 안드레아 이아코미니는 교황에 대한 애정을 보여주는 것 외에도 59개국 5억 명의 어린이에게 영향을 미치고 있는 분쟁에 대해 전하고 싶다고 말했다. 이아코미니는 “교황은 단순한 종교 지도자가 아니라 위대한..."
1일 전,12시간 전,미 유권자 54% 트럼프 경제정책 '지지 안 해'…'경제 상황 좋다' 18%,외교 정책 및 러시아·우크라이나 전쟁 이슈에 대해서도 지지한다는 응답이 각각 45%와 42%로 과반에 못 미쳤습니다. 국경안보 및 이민 이슈에서만 트럼프 대통령 정책을 지지한다는 응답이 55%로 설문에 포함된 5대 주요 국정 이슈 중 유일하게 절반을 넘었습니다. 현 경제 상황에 대한 판단 문항에서는 '매우...
1일 전,7시간 전,"마크롱 ""평화유지군 파병, 우크라가 결정할 일 … 나토 외에도 참여 의...","뉴데일리 성재용 기자 = 에마뉘엘 마크롱 프랑스 대통령은 유럽의 평화유지군 파병 문제는 러시아가 아닌 우크라이나가 결정할 일이라고 16일(현지시각) 밝혔다. AP·로이터통신 등에 따르면 마크롱 대통령은 이날 프랑스 언론과의 인터뷰에서 ""는 주권 국가""라며 ""만약 가 동맹군의 영토..."
1일 전,11시간 전,"[시론] 트럼프 관세공략, 우리 선택은?","'글로벌 모든 것은 내 마음대로'의 트럼프 전략으로 이미 우크라이나 전쟁, 중동전쟁에 대한 일방적인 관여는 물론 그린란드, 가자지역, 파나마 운하 등 모든 것을 소유하겠다는 이치에 맞지 않는 전략을 구사하여 심각한 글로벌 왜곡현상을 만들고 있는 형국이다. 이제는 맹방이나 우방도 없는 오직 자국..."
1일 전,11시간 전,"NBC ""美 유권자 절반 이상, 트럼프 경제정책 지지 안 해""",외교 정책 및 러시아·우크라이나 전쟁 이슈에 대해서도 지지한다는 응답이 각각 45%와 42%로 과반에 못 미쳤습니다. 국경 안보 및 이민 이슈에서만 트럼프 대통령 정책을 지지한다는 응답이 55%로 설문에 포함된 5대 주요 국정 이슈 중 유일하게 절반을 넘었습니다. 현 경제 상황에 대한 판단 문항에서는...
1일 전,8시간 전,"변동성·익명성 논란에도...러시아, 암호화폐 거래 '제한적' 허용한 이유...","러시아는 우크라이나 침공 이후 서방 국가들의 강력한 경제 제재를 받고 있으며, 암호화폐가 제재 회피 수단으로 활용될 수 있다는 분석이 제기됐다. 그러나 러시아 중앙은행은 암호화폐 거래에 대한 위험성을 여전히 경계하고 있다. 중앙은행 관계자는 ""암호화폐는 높은 변동성과 익명성으로 인해 자금 세탁 및..."
1일 전,8시간 전,"트럼프 정부, 관영매체 직원 1300명 강제 휴직 처리···VOA 한국어 서비...","RFE는 러시아와 우크라이나를 포함해 동유럽 국가들에 뉴스를 보도했다. USAGM은 트럼프 대통령과 가까운 강경 우파 정치인 캐리 레이크가 특별 고문을 맡고 있다. 레이크 고문은 전날 성명에서 “난 대통령의 행정명령을 전적으로 지지한다. 이 기구에는 낭비, 사기와 남용이 만연하며 미국 납세자가..."
1일 전,8시간 전,우크라이나에 총성이 멎어도 그들의 돈벌이는 계속되지,"러시아의 일방적 침공으로 시작된 우크라이나 전쟁이 2025년 3월13일로 3년17일째를 맞았다. 공포와 분노, 상실과 슬픔의 나날이 1112일 동안 이어졌다. 3월11일 우크라이나와 미국 협상 대표단이 사우디아라비아 제다에서 만나 30일간 전투행위를 전면 중단하기로 합의했다. 는 마침내 평화를 얻을 수..."
1일 전,8시간 전,우크라이나 희토류는 트럼프의 묘수일까 악수일까,"우크라이나는 천혜의 곡창지대다. 러시아의 침공 직전 해인 2021년을 기준으로 우크라이나는 지구촌에서 생산된 보리의 18%, 옥수수의 16%, 밀의 12%를 책임졌다. 러시아와 유럽의 완충지대인 우크라이나는 원유와 천연가스 등 러시아산 화석연료가 유럽시장으로 가는 길목이다. 전역에 걸쳐 약..."
