기준시간,원본시간,제목,미리보기
1일 전,1일 전,채권 ‘사기발행’ 의혹 홈플러스…LIG 사태와 비교해보니,"맡긴 주식을 되찾아올 자금을 마련하기 위해 2010년 10월~2011년 3월까지 금융기관에서 1894억원의 CP와 260억원 상당의 자산유동화기업어음(ABCP)을 발행했다. 이 과정에서 회계를 조작해 부실한 경영 상태를 속이고 CP를 발행했고, 기업회생절차를 계획하고도 담보 회수를 위해 CP를 계속 발행했다는 사실..."
1일 전,1일 전,"'협상의 기술' 이제훈, 뜻밖의 위기...과거사 드러나 ""주가 조작한놈""","송재식 회장이 윤주노를 향해 ""너 주가 조작한 놈 아니야?""라며 의심의 눈초리를 보낼 뿐만 아니라 하태수가 윤주노의 친형이 점보 제약 차명 주식 거래 혐의로 조사를 받다 스스로 생을 마감했다는 사실을 언급해 윤주노의 실체가 더욱 궁금해지고 있다. 산인 그룹을 살리기 위한 협상가 이제훈의 사투가..."
1일 전,1일 전,"이제훈, 협상 직전 뜻밖의 위기…‘협상의 기술’ 서늘한 심리전 [TV핫스...",송재식 회장이 윤주노를 향해 “너 주가 조작한 놈 아니야?”라며 의심의 눈초리를 보낼 뿐만 아니라 하태수가 윤주노의 친형이 점보 제약 차명 주식 거래 혐의로 조사를 받다 스스로 생을 마감했다는 사실을 언급해 윤주노의 실체가 더욱 궁금해지고 있다. 과연 윤주노와 점보 제약 사이에는 어떤 연관성이...
1일 전,1일 전,"""개미, 떨고 있니?""…공매도 재개 임박, 투자 전략은 [김민아의 경제잇...","공매도는 주식을 빌려 판 뒤 주가가 하락하면 싼값에 다시 사들여 차익을 내는 투자 기법으로, 주로 외국인과 기관이 활용합니다. 이는 시장 유동성을... 공매도는 시장 유동성을 공급하는 동시에 고평가된 주식에 대한 밸류에이션 정상화를 이끌어낼 수 있기 때문입니다. 공매도가 재개되면 그간 국내 을..."
1일 전,1일 전,"이더리움, 펙트라 업그레이드로 5,000달러 돌파할까?","하지만, 주식 시장 반등과 함께 ETF 자금 흐름이 회복되면 ETH 가격도 상승 모멘텀을 되찾을 가능성이 있다. 전문가들은 펙트라 업그레이드 성공과 ETF 시장 활성화가 맞물릴 경우, 이더리움이 5,000달러를 향해 상승할 가능성이 높다고 전망하고 있다."
1일 전,1일 전,"""너 주가 조작한 놈 아니야?"" 성동일, 베일에 쌓인 이제훈 실체 밝혔다...","송재식 회장이 윤주노를 향해 ""너 주가 조작한 놈 아니야?""라며 의심의 눈초리를 보낼 뿐만 아니라 하태수가 윤주노의 친형이 점보 제약 차명 주식 거래 혐의로 조사를 받다 스스로 생을 마감했다는 사실을 언급해 윤주노의 실체가 더욱 궁금해지고 있다. 과연 윤주노와 점보 제약 사이에는 어떤 연관성이 있는..."
1일 전,1일 전,"휴림로봇, 삼부토건 주가 조작 의혹과 무관하다고 법적 대응 예고","휴림로봇 측은 ""해당 시기와 전혀 관계가 없으며 이미 2022년 3월 24일부터 4월 4일 사이에 보유하고 있던 삼부토건 주식 약 1440만주(당시 지분율 11.6%)를 장내 매도했고, 이를 2022년 4월 4일 공시했다""고 전했다. 휴림로봇 측은 또 ""주가 조작 의혹이 불거진 시점과 당사의 매각 시점은 1년 이상 차이가..."
1일 전,1일 전,"두 번째 도전 성공한 서울보증보험, 23% 급등으로 데뷔...'11% 배당주' 탄...","4월 초로 예정된 배당기준일까지 주식을 보유할 경우 2024년 결산배당금을 받을 수 있다. 확정 공모가(2만6000원) 기준 배당수익률은 11%에 달한다. 또한 향후 3년간(2025~2027년) 매년 2000억원 규모의 총 주주환원(현금배당+자사주매입소각)을 보장하겠다는 목표를 수립했다. 이외에도 최소배당금, 분기배당..."
1일 전,1일 전,[주간브리핑] 코스피 하락국면 속 투자 혼조세…서울 아파트 거래 늘고...,"미국 도널드 트럼프 대통령은 지난 9일(미국 현지시간) 폭스뉴스 인터뷰에서 경기침체를 감수하면서도 관세 정책을 강행하겠다는 의사를 드러내며 경기·주식 대신 관세를 선택하겠다고 시사했다. 하지만 저가매수 매력이 부각되면서 2,400선까지는 지지될 것이란 관측도 있다. 특히 탄핵심판 결론 시 국내..."
1일 전,1일 전,"수습사원 본채용 거부한 회사…法 ""구체적 사유 밝혀야""",A씨는 2022년 11월경 토공사업 등을 경영하는 주식회사 B사와 안전관리 업무를 담당하는 근로계약을 체결했다. 계약서에는 3개월 수습기간 후 평가에 따라 본채용 여부가 결정될 수 있다는 내용이 담겼다. 이후 B사는 이듬해 1월 A씨에게 업무능력·태도·기타 실적 등을 고려할 때 본채용에 불합격됐다고...
1일 전,1일 전,올해 부동산 시장 전망은?..중개사·PB·전문가 이렇게 내다봤다,"고액자산가 최대 관심사는 부동산 세금과 매도 PB들은 고액자산가들이 선호하는 투자 자산으로 채권 29%, 부동산 21%, 주식 19% 순으로 응답했다. 지난 조사에서 가장 선호도가 높았던 예금은 올해 조사에서 4위로 하락했다. 채권과 주식 선호도는 크게 올랐고, 부동산 선호도는 지난해 23%(3위)에서 올해 21..."
1일 전,1일 전,"""올해 주택시장은 하향 안정 전망 .... 정부 정책 방향이 중요한 한해 될...","PB 대상 설문조사에서 고자산가들이 선호하는 투자자산으로는 채권(29%), 부동산(21%), 주식 (19%) 순으로 나타났다. 경기 불확실성 확대와 고금리로 지난해 조사에서 가장 선호도가 높았던 예금은 이번 조사 에서 선호도가 크게 낮아지며 순위도 4위로 하락했다. 반면 채권과 에 대한 선호도는 크게..."
1일 전,1일 전,공깃밥 한그릇 ‘2490원’···일본 초유의 ‘쌀 실종’ 사태,"■쌀 20만t 실종 사건 주식인 쌀이 부족해지자 일본 시민들의 생활 양식은 바뀌었다. 일본 방송과 유튜브에는 ‘도시락값 아끼는 방법’을 주제로 한 콘텐츠가 넘쳐나고 있다. 유명 패밀리레스토랑 제니즈는 지난해 12월부터 공깃밥 한 그릇 가격을 209엔(약 2050원)에서 253엔(약 2490원)으로 올렸고, ‘밥..."
1일 전,1일 전,"3개월 수습 끝나자 해고…법원 ""구체적 사유 서면 통지해야""","A 씨는 2022년 11월 주식회사 B와 안전관리 업무를 담당하는 근로계약을 체결했다. 계약서에는 3개월 수습기간 후 평가에 따라 본채용 여부가 결정될 수 있다고 명시됐다. 이후 B사는 2023년 1월 A 씨에게 ""업무능력·태도·기타 실적 등을 고려해 본채용이 불가능하다""고 통보했다. A 씨는 2월까지 기존 업무를..."
1일 전,1일 전,韓 투자자 저격한 美 운용사...“오징어 게임하듯 주식 투자해”,美 자산운용사 아카디안리포트 “잘 모른 채 마구잡이식 레버리지 투자” “소형 주식 급등락에 부정적 영향 미쳐” 미국 증시에 투자하는 한국 서학개미를 ‘오징어 게임’에 비유한 리포트가 나왔다. 미국 자산운용사 아카디안(Acadian)의 오웬 라몬트 수석 부사장은 최근 내놓은 ‘오징어 게임 ...
1일 전,1일 전,"""트럼프 행정부 AI 및 가상화폐 정책 담당자 3000억 '이것' 보유""","최근 백악관이 공개한 자료에 따르면, 색스는 비트코인, 이더리움, 솔라나 등 다양한 가상화폐에 투자했으며, 미국 최대 가상화폐 거래소인 코인베이스와 투자 플랫폼 로빈후드의 주식도 보유하고 있다. 그는 비트와이즈 10 크립토 인덱스 펀드 및 멀티코인 캐피털, 블록체인 캐피털과 같은 가상화폐 중심의..."
1일 전,1일 전,"[포인트1분] ‘보물섬’ 홍화연, 권수현에게 이혼 통보…권수현 거절 “...","나 이혼 안 해, 안 할 거야”라고 이혼할 수 없다는 의사를 전했다. 여은남은 “희철 씨 싫어져서 이혼하자는 거 아니야”라고 말했고, 염희철은 “이혼하면 할아버지한테 받은 그 많은 대산 주식, 도로 토해내야 하는데. 그거 괜찮아?”라고 물어봤다. 이에 여은남은 “응”이라고 즉답했다."
1일 전,1일 전,[공모주달력]희망가 상단으로 상장하는 씨케이솔루션‧한텍...물량 주의,"씨케이솔루션, 프리IPO 사모지분 상장 당일 매각 가능성 이번 주는 한텍‧씨케이솔루션‧티엑스알로보틱스‧심플랫폼 4곳이 주식시장에 입성해요.... *공시줍줍의 모든 내용은 독자들의 이해를 돕기 위한 분석일 뿐 투자 권유 또는 주식가치 상승 및 하락을 보장하는 의미를 담고 있지 않습니다."
1일 전,1일 전,[이번주 증시] 엔비디아 AI 컨퍼런스에 FOMC까지...이벤트 집중,"미 증시의 경우 도널드 트럼프 대통령의 정책 불확실성이 지속되며 주식시장의 변동성이 크게 확대된 모습이었으나, 국내 증시에서는 기관 투자자들의 매수세가 비교적 강하게 유입되면서 미 증시에 비해서는 견조한 흐름을 보였다. 코스피 지수는 주간 기준으로 0.11% 상승한 2566.36으로 거래를 마감했다...."
1일 전,1일 전,주총 앞 MBK 손 들어준 법원…고려아연 경영권 분쟁 어디로 [장서우의 판...,주총 하루 전날 선메탈코퍼레이션(SMC)이 영풍 주식 19만226주를 전격적으로 사들인데 따른 결과였다. SMC는 고려아연이 호주에 세운 선메탈홀딩스(SMH)를... 상법 369조 3항은 A사가 자회사·손자회사를 통해 B사 발행주식 총수의 10분의 1을 초과하는 을 갖고 있는 경우 B사가 보유한 A사의 은 의결권이...
1일 전,1일 전,[이번주 주목할 것들] 러우 전쟁 종전 임박···러시아 관련주 뜬다,"이번주 주식시장에서는 러시아와 우크라이나 전쟁 종전이 임박하면서 자동차와 음식료, 건설 등의 업종에 투자자 관심이 집중될 것으로 기대된다. 러시아 침공 이후 3년여 계속되고 있는 러시아와 우크라이나 전쟁에 미국이 평화 협상 중재자로 나서면서 '30일 휴전'이 추진되고 있다. 이에 따라 전쟁 발발..."
1일 전,1일 전,"비트코인 이더리움 3000억 원 보유...트럼프 측근, 가상화폐 투자액 '충...","최근 백악관이 공개한 자료에 따르면, 색스는 비트코인, 이더리움, 솔라나 등 다양한 가상화폐에 투자했으며, 미국 최대 가상화폐 거래소 코인베이스와 투자 플랫폼 로빈후드 주식도 보유하고 있다. 가상화폐 기반의 인덱스 펀드(비트와이즈 10 크립토 인덱스 펀드)와 멀티코인 캐피털, 블록체인 캐피털 같은..."
1일 전,1일 전,트럼프 취임 후...미국 가계 자산 '요동',"최근 미국 주식 시장이 활력이 떨어진 모습을 보이고 있지만, 주가 상승 덕분에 미국 가계 자산이 2024년 말 사상 최고치를 기록했다고... 가계 순자산의 가장 큰 구성 요소인 주식 보유액은 약 3000억달러 늘어, 56조 달러를 기록했으며, 두 번째로 큰 구성 요소인 가계 부동산은 약 4000억달러 감소해..."
1일 전,1일 전,국민연금도 더 샀다…‘관세 무풍지대’ K증시 희망이 될 이곳은?[K주식...,"국내 최대 기관투자자인 국민연금도 최근 와이지엔터테인먼트 주식 비중을 기존 4.93%에서 5.03%로 늘리기까지 했습니다. 국내 엔터산업의 전망과 투자 전략을 알아보기 위해 임수진 대신증권 연구원과 인터뷰를 진행했습니다. Q. 지난해까진 엔터주 분위기가 좋지 않았는데, 올해는 반전됐습니다. 그 이유는..."
1일 전,1일 전,"삼성SDI, 2조 유증 뜯어보니…""또 트럼프가 있었다""","주주 배정 후 실권주 일반 공모로 진행되는 이번 유상증자의 주식 수는 1182만 1000주, 증자 비율은 16.8%다. 신주 배정은 4월 18일을 기준으로 5월 22일 확정 발행가액이 결정된다. 우리사주조합과 구주주, 일반 공모 순으로 5월 27일부터 6월 3일까지 청약 과정을 거친 뒤 6월 19일 신주 상장이 마무리될..."
1일 전,1일 전,미국 경제 '독주' 흔들린다...유럽·세계 대비 주가 하락,"지난 14일(현지시각) 파이낸셜타임스(FT)의 보도에 따르면, 올해 초부터 미국 주식시장은 유럽과 세계 다른 시장 대비 크게 부진한 모습을 보이며... 노이버거 버먼의 주식 부문 사장 겸 최고투자책임자 조셉 아마토는 ""장기적으로 미국은 이에 대해 더 나아질 것""이라면서도 ""제안된 관세의 속도와 범위는..."
1일 전,1일 전,"21셰어스, 시장 침체 속 비트코인·이더리움 선물 관련 ETF 2개 청산","ETF 청산 과정에서 청산일까지 주식을 보유한 투자자들은 펀드 순자산 가치(NAV)에 따라 지급금을 수령하게 된다. 업계에서는 이번 청산이 단기적으로 시장 심리에 추가적인 부담을 줄 가능성이 있지만, 장기적인 시장 구조 변화 속에서 ETF 상품 재정비가 이뤄지는 과정으로 볼 수도 있다는 분석도..."
1일 전,1일 전,"'협상의 기술' 이제훈, 장인섭과 계약 불발…장현석 덫에 걸렸나 [전일...","그라믄 니 친형이 와 그 주식을 잔뜩 들고 있었노. 어이? 그래. 니 친형이 죽은 게 회사 탓이라꼬 복수할 기가?""라며 다그쳤고, 윤주노는 ""아닙니다""라며 전했다. 송재식은 ""약속할 수 있나? 약속하면 사라. 니 뭐 또 다른 회사 산다꼬 할 거 아이가? 대신에 꼭 사 온나""라며 의미심장한 말을 남겼다. 특히 차호진은..."
1일 전,1일 전,"""韓주식 100만원 이상 거래 시 삼전·현대차 선물"" [이주의 증권이벤트...",3월 둘째주 '국내주식 거래하고 선물세트 받기' 이벤트 대상 신한투자증권 고객 참여방법 매월 국내주식 100만원 이상 거래 혜택 - 금액 구간별로 50만원 상당의 국내주식 선물 세트 추첨 응모권 30명씩 추첨해 제공 - 국내주식 선물 세트 : 코스피 거래 상위종목 중 분야별 종목으로 삼성전자...
1일 전,1일 전,미국발 악조건 속에서도 코스피 소폭 상승…코스닥 지수 반등,"철강·알루미늄에 대한 관세가 발효되는 등 미국 정책 불확실성에 주식시장의 변동성이 끊이지 않았다. 트럼프 대통령은 경기 침체론에 대한 질문에 ""경제가 과도기에 있다""고 답하며 시장 불안을 더욱 키웠고, 지난 11일 코스피는 장중 2,500선이 위협받기도 했다. 그러나 예상치를 하회한 미국 2월..."
1일 전,1일 전,"'법정관리' 위니아 인수 난항…노조 ""이러다간 모두 실직""","서울PE는 공익 채권 중 미지급 임금과 협력사 채권의 8%를 현금으로, 나머지 92%를 위니아의 주식으로 지급하는 것을 골자로 인수 계약에 나섰다. 광주공장의 현장·사무직 노동자 200여명과 수도권 사무직 노동자 100여명은 대부분 이 안에 동의했으나 채권단 일부가 사모펀드의 제안에 거부 의사를 밝혔다...."
1일 전,1일 전,"[N2 뷰] 티웨이항공, 대명소노 품에 안겨 ‘국내 3위 항공사’로 도약하...",16일 관련업계에 따르면 대명소노는 지난달 26일 티웨이홀딩스 지분 46.26%를 2500억 원에 인수하는 주식 매매계약(SPA)을 체결했다. 이번 주식매매계약으로 대명소노그룹은 티웨이항공 경영권을 확보했다. 티웨이홀딩스는 티웨이항공 지분 28.02%를 보유한 최대 주주다. 대명소노는 소노인터내셔널(16.77%)과...
1일 전,1일 전,[뉴욕증시-주간전망] 시총 5조弗 증발…파월ㆍ젠슨 황 시장 달래줄까,"이번 주(17~21일) 뉴욕 주식시장은 이틀 동안 열리는 미국 연방공개시장위원회 정례회의(FOMC, 18~19일)를 최대 재료로 삼을 전망이다. 시장은... 모닝스타 웰스의 수석 멀티 자산 전략가인 도미닉 파팔라도는 ""주식 시장은 인플레이션 싸움에서 벗어나 경제 활동을 지원하는 데 초점을 맞추고 있다는..."
1일 전,1일 전,'역대 최장' 42일간 코스피 폭풍매수한 연기금…더 살까 그만 살까,"이경민 대신증권 연구원은 ""연기금의 매수 기조는 유효하다""며 ""국내 주식 비중확대 여력이 여전히 큰 가운데 올해 상반기 중 10조원 이상 순매수가 가능할 것으로 본다""고 전망했다. 반면 김중원 현대차증권 연구원은 ""올해 국내 주식이 연기금의 다른 자산보다 높은 수익률을 기록하고 있어 TAA(전술적..."
1일 전,1일 전,"""직원들 벤츠 한 대씩 뽑을 돈 벌었어요""…시골 공장에 무슨 일이 [윤현...",가짜뉴스 홍수 속 정보의 불균형을 조금이라도 해소하기 위해 주식 투자 경력 18년 7개월의 ‘전투개미’가 직접 상장사를 찾아간다. 회사의 사업 현황을 살피고 경영진을 만나 투자자들의 궁금증을 해결한다. 전투개미는 평소 그가 ‘주식은 전쟁터’라는 사고에 입각해 매번 승리하기 위해 투자에...
1일 전,1일 전,주요국 통화정책과 탄핵 분수령…환율 변동성 주의[주간외환전망],"지표와 통화정책 결과가 주식 조정국면이 지속될지와 위안화 방향성에 영향을 줄 것으로 보인다. 윤석열 대통령 탄핵 심판 선고일이 이번주로 밀리면서 빠르면 17일 선고가 가능하다. 그러지 않으면 19∼21일에나 선고가 가능할 것으로 보인다. 국내 정치 상황이 양극단으로 나눠져 있는 만큼, 탄핵 결론이 어떤..."
1일 전,1일 전,(금주 법조계 주요일정) 3월 17~21일,"2시) -서울행정법원,HDC현대산업개발 주식회사-서울특별시장 영업정지처분취소 소송 4차 변론(오후 2시 10분) -서울고법, '업무상과실치사 등 혐의' 이임재 외4(전 용산서장 등) 공판준비기일(오후2시30분) △18일(화) -서울중앙지법, '부정경쟁방지및영업비밀보호에관한법률위반(영업비밀국외누설등) 등..."
1일 전,1일 전,ATS 출범·韓 증시 반등…증권사 '고객 잡기' 분주,"이에 증권사들은 모바일트레이딩시스템(MTS) 개편은 물론, 국내 주식 거래 수수료를 내리거나 이벤트 진행, 신용융자 이자율을 내리는 등 고객 잡기에 분주하다. 16일 금융투자업계에 따르면 지난해 증권사들은 서학개미(해외주식에 투자하는 국내 투자자) 열풍을 타고 호실적을 냈다. 하지만 올해는..."
1일 전,1일 전,"카카오페이證, 이달 31일 여의도 사무실 개소…""리테일 외 사업 강화 일...","16일 금융투자업계에 따르면 카카오페이증권은 이달 31일 서울 여의도 파이낸스타워(국제금융로2길 32)에 사무실을 개소하고 리테일과 기업금융(IB) 등 프론트오피스(리테일·법인 영업, 주식·채권 발행 등 증권사 주요 수익 창출 사업) 인력 일부를 이동시킬 예정이다. 카카오페이증권은 앞서 지난..."
1일 전,1일 전,[칼럼]고려아연 경영권 분쟁 MBK가 개입하는 한 제2의 홈플러스 사태 우...,"승자라 하더라도 적정가치 이상으로 부풀어 오른 가격에 잔뜩 주식을 사 모았을 것이기에 투자 손실이 발생할 것이고, 이는 상당 기간 재무적 압박을... 특히 많은 대기업 오너가의 승계가 3∼4세대째로 접어들고 지배 지분이 대폭 희석되면서 매입을 통한 외부의 인수 시도에 취약해진 상황도 사태를..."
1일 전,1일 전,증시 버팀목 연기금 '이상기류'…폭풍매수세 '꺾였다',"연합뉴스에 따르면, 이경민 대신증권 연구원은 ""연기금의 매수 기조는 유효하다""며 ""국내 주식 비중확대 여력이 여전히 큰 가운데 올해 상반기 중 10조원 이상 순매수가 가능할 것으로 본다""고 내다봤다. 반면 김중원 현대차증권 연구원은 ""올해 국내 이 연기금의 다른 자산보다 높은 수익률을 기록하고..."
1일 전,1일 전,[마켓인사이트] 트럼프 연타에 가드올린 코스피…반도체 어퍼컷으로 반...,"철강·알루미늄에 대한 관세가 발효되는 등 미국 정책 불확실성에 주식시장의 변동성이 끊이지 않았다. 트럼프 대통령은 경기 침체론에 대한 질문에 ""경제가 과도기에 있다""고 답하며 시장 불안을 더욱 키웠고, 지난 11일 코스피는 장중 2,500선이 위협받기도 했다. 그러나 예상치를 하회한 미국 2월..."
1일 전,1일 전,3주만에 증시 7300조 날린 트럼프 풍자…“마이너스의 손 밈 유행”,"미국 주식시장에서는 무려 5조 달러(약 7272조원)가 증발했다. 증시 폭락과 함께 트럼프의 과거 발언 역시 SNS상에서 화제다. 민주당은 지난 11일, 트럼프가 지난해 8월 5일 자신의 SNS 트루스소셜에 올렸던 글을 재조명했다. 당시 트럼프는 “시장이 폭락하고, 일자리 수치는 끔찍하며, 우리는 3차..."
1일 전,1일 전,"고려아연 vs MBK-영풍, 28일 주총서 운명 갈린다",이에 고려아연은 SMC(썬메탈코퍼레이션)를 주식회사로 변경한 뒤 영풍 지분을 이전하는 방식으로 다시 의결권 제한을 추진하고 있다. 반면 MBK-영풍 측은 새로운 유한회사 YPC를 설립하고 영풍의 고려아연 지분을 현물출자해 순환출자 논리를 무력화하는 맞대응 전략을 펼치고 있다. 이번 주총이 단순한 표...
1일 전,1일 전,뉴욕 3000%·도쿄 1700%…해외 초고층빌딩 사례와 효과 살펴보니,"JR(동일본 여객철도주식회사)은 도쿄역 개조 비용을 충원하기 위해 도쿄역 부지의 용적률을 매각했다. 일본은 도시계획법, 건축기준법을 개정한 특례용적률 적용지구 제도를 도입했다. 특례 지구로 지정된 지역내에서 건축부지의 지정 용적률 일부를 여러 건축물에 이전 가능토록 하고 있다. 지난 1914년에..."
1일 전,1일 전,42일간 코스피 떠받쳐준 연기금 추가 매수 나설까…전망 엇갈려,"연기금이 오랜 기간 국내 주식시장에서 순매수에 나선 것은 포트폴리오의 자산별 목표비중을 맞추기 위해서다. 연기금은 국내 주식, 해외 주식. 채권, 부동산 등 다양한 자산에 투자하며 각 자산별 목표 비율이 정해져 있다. 1213조원을 운용하는 국민연금의 작년 말 국내 목표 비율은 15.4%인데..."
1일 전,1일 전,"'협상의기술' 이제훈, 이커머스 시장 진출 선언…혁신의 바람",송재식 회장이 윤주노를 향해 “너 주가 조작한 놈 아니야?”라며 의심의 눈초리를 보낼 뿐만 아니라 하태수가 윤주노의 친형이 점보 제약 차명 주식 거래 혐의로 조사를 받다 스스로 생을 마감했다는 사실을 언급해 윤주노의 실체가 더욱 궁금해지고 있다. 과연 윤주노와 점보 제약 사이에는 어떤 연관성이...
1일 전,1일 전,‘역대 최장’ 42일 동안 코스피 사들인 연기금… 매수 이어질까,이경민 대신증권 연구원은 “연기금의 매수 기조는 유효하다”며 “국내 주식 비중확대 여력이 여전히 큰 가운데 올해 상반기 중 10조원 이상 순매수가 가능할 것으로 본다”고 전망했다. 반면 김중원 현대차증권 연구원은 “올해 국내 주식이 연기금의 다른 자산보다 높은 수익률을 기록하고 있어 TAA...
1일 전,1일 전,"민주당, ‘민감국가’ 지정에 “한미동맹 최초 퇴보 사례…윤 정부 무능...","아울러 ""내란에 주식 시가총액은 144조 원이 증발했고, 환율은 1,450원대를 지속해서 기록하는 미증유의 사태""라면서 ""내란 세력이 재기를 꿈꾸자 대한민국의 민생경제, 외교, 안보, 민주주의 모두 무너져 내렸다""고 강조했습니다. 황 대변인은 ""윤석열 즉시 파면만이 대한민국이 내란 세력의 암수에서 벗어날..."
1일 전,1일 전,[단독]신세계-알리 합작법인 심사에 깐깐해진 공정위,앞서 신세계 계열사 아폴로코리아는 알리바바 계열사 그랜드오푸스홀딩 주식 50%를 취득하는 기업결합 신고서를 제출했다. 기업결합이 완료되면 신세계와 알리바바가 50대 50 지분으로 공동 지배하는 합작법인이 G마켓과 알리익스프레스코리아 지분을 각각 100% 보유하게 된다. G마켓과 알리익스프레스 각...
1일 전,1일 전,"""선두주자"" VS ""고평가""…KT AI 생태계 합류한 '팔란티어' 누구?","이러한 관심 속 팔란티어는 지난해 주식 가치가 340% 이상 증가하면서 AI, 국방 및 안보, 보안 등 주요 분야에서 화두의 중심에 섰다. 최근에는 미 트럼프... 팔란티어는 CNBC 등 경제매체를 비롯해 주식 투자 시장에서 애플, 엔비디아, 테슬라, 아마존, 알파벳(구글) 등과 함께 전망이 거론되는 기업으로..."
1일 전,1일 전,트럼프 ‘입’에 실망한 투자자 …금주 파월·젠슨 황의 ‘입’이 투심...,"이번 주(17~21일) 뉴욕 주식시장은 이틀 동안 열리는 미국 연방공개시장위원회 정례회의(FOMC, 18~19일)를 최대 재료로 삼을 전망이다. 시장은... 모닝스타 웰스의 수석 멀티 자산 전략가인 도미닉 파팔라도는 “주식 시장은 인플레이션 싸움에서 벗어나 경제 활동을 지원하는 데 초점을 맞추고 있다는..."
1일 전,1일 전,"美, '민감국가 리스트'에 한국 포함···외교부 ""적극 교섭할 것""","이어 ""내란에 주식 시가총액은 144조원이 증발됐고, 환율은 1450원대를 지속 기록하는 미증유의 사태""라며 ""기업의 97%가 경제위기가 올 것이라고 절망하고 있으며 청년층의 구직 포기자 수는 50만명을 넘어섰다""고 비판했다. 그러면서 ""내란 세력이 재기를 꿈꾸자, 대한민국의 민생경제, 외교, 안보..."
1일 전,1일 전,"‘국장 부활 일등공신’ 연기금 … 숨고르기냐, 폭풍 매수 중지냐","이경민 대신증권 연구원은 “연기금의 매수 기조는 유효할 것”이라며 “국내 주식 비중을 확대할 수 있는 여력이 크다는 점에서 상반기 중 10조원 이상의 순매수가 가능할 것”이라고 예상했다. 반면, 김중원 현대차증권 연구원은 “이달 말 국내 증시 공매도가 전면 재개되면 외국인 투자자의..."
1일 전,1일 전,"법원 ""수습직 본채용 거부…구체적 사유 통보 안하면 위법""","A씨는 2022년 11월 주식회사 B와 안전관리 업무를 담당하는 근로계약을 체결했다. 계약서에는 3개월 수습 기간 후 평가에 따라 본채용 여부가 결정된다고 명시돼 있었다. 그러나 B사는 2023년 1월 A씨에게 업무 능력, 태도, 기타 실적 등을 이유로 본채용 불가를 통보했다. 이에 A씨는 부당해고를 주장하며..."
1일 전,1일 전,자녀에게 ‘얼죽신’ 넘겨줬더니···국세청 세무조사 출두요 [매일 돈...,"부동산은 주식 등 다른 자산과 달리 계약과정이 상당히 까다롭다. 금액이 크고 대출을 받아야 하는 것도 있지만 무엇보다 상대방(매도자, 매수자 등)과의 협상도 고려해야 하기 때문이다. 그러다 보니 급하게 계약을 하는 경우가 종종 발생하는데 요즘처럼 매물이 없고 중심지로 관심이 몰리는 경우에는 더더욱..."
1일 전,1일 전,홈플러스 채권 개인 2천억·일반법인 3천억...동양·LIG 사태 재현되나?,맡긴 주식을 되찾아올 자금을 마련하기 위해 2010년 10월~2011년 3월까지 금융기관에서 1894억원의 CP와 260억원 상당의 자산유동화기업어음(ABCP)을 발행했다. 이 과정에서 회계를 조작해 부실한 경영 상태를 속이고 CP를 발행했다. 이후 기업회생절차를 계획하고도 담보 회수를 위해 CP를 계속 발행했다는...
1일 전,1일 전,"인천대-인천시-CJ제일제당, 해양수산연구 발전 업무협약","인천광역시는 지난 14일 인천대학교에서 인천대 및 CJ제일제당 주식회사와 '인천지역 해양수산연구 발전'을 위한 업무협약을 체결했다고 밝혔다. 이날 협약식에는 황효진 인천시 글로벌도시정무부시장, 박종태 인천대학교 총장, 라제시 포티네니(Rajesh Potineni) CJ제일제당 회사 경영리더 등이 참석했다...."
1일 전,1일 전,"서학개미 美 주식 보관액, 1000억 달러 밑으로 '뚝' [줍줍리포트]",서학개미(해외에 투자하는 국내 투자자)의 미국 주식 보관액이 1000억 달러(약 145조 4500억 원) 밑으로 떨어졌다. 지난해 최초로 1000억 달러를... 15일 한국예탁결제원에 따르면 12일 기준 국내 투자자의 미국 주식 보관액은 954억 4000만 달러(약 138조 7000억 원)로 집계됐다. 지난달 말 1029억 2000만 달러(약...
1일 전,1일 전,外人 8개월째 팔고 개미들은 줍줍…삼성전자 주가 흐름 누가 맞을까 [투...,변준호 IBK투자증권 연구원은 “외국인 투자자들은 2분기부터 하반기 수출 개선 기대감을 반영하며 국내 주식 시장에서 순매수 전환할 것으로 예상된다”며 “현시점에서 중요한 것은 하반기 수출 증가율이 다소 개선될 것이란 기대감”이라고 밝혔다. 시장에선 특히 오는 17일(현지시간) 미국...
1일 전,1일 전,"트럼프 행정부 AI·암호화폐 특임관, 2억 달러 규모 코인 투자 정리… 배...","15일 코인포스트는 이 같은 사실을 보도하며, 삭스가 비트코인(BTC), 이더리움(ETH), 코인베이스(COIN) 주식 등을 포함한 광범위한 포트폴리오를 정리했다고 전했다. 트럼프 행정부 내에서 이 같은 대규모 자산 정리는 이례적인 결정으로, 이해 충돌 방지를 위한 조치로 해석된다. 삭스는 실리콘밸리 벤처캐피털..."
1일 전,1일 전,'상장폐지' 속도 내는 한국거래소 … 더 커진 좀비기업 퇴출 경고음,올해 금융당국이 주식시장 질적 수준 제고를 위해 기업공개(IPO) 및 상장폐지 제도 개선을 핵심 목표로 내세운 만큼 한계기업의 신속한 퇴출이 이어질... 쌍방울은 김성태 전 회장이 98억원을 횡령·배임한 혐의가 불거지면서 2023년 7월부터 거래가 정지됐다. 이후 그해 9월 거래소는 상장폐지를 결정하고...
